Year,TotalHomeless,Population,Unemployment,Unsheltered_perc_tot,TotalBeds_perc_tot,Emergency_perc_tot,Transitional_perc_tot,SafeHaven_perc_tot,PermanentSupportive_perc_tot,PermanentOther_perc_tot,RapidRehousing_perc_tot
2015,254,170173,5.6,5.905511811,87.79527559,43.30708661,44.48818898,0,159.8425197,0,3.543307087
2014,299,170188,5.833333333,6.35451505,76.92307692,39.46488294,37.45819398,0,134.7826087,0,3.010033445
2019,216,232024,3.444444444,0.462962963,91.2037037,39.35185185,51.85185185,0,278.7037037,17.59259259,50.46296296
2018,246,231407,3.222222222,2.43902439,80.08130081,36.99186992,43.08943089,0,180.0813008,45.52845528,14.22764228
2017,215,229823,3.455555556,1.395348837,98.13953488,57.6744186,40.46511628,0,210.2325581,35.81395349,12.09302326
2016,211,228110,3.822222222,5.687203791,102.3696682,64.4549763,37.91469194,0,204.7393365,37.44075829,31.27962085
2015,242,226331,3.811111111,3.305785124,81.40495868,40.90909091,40.49586777,0,149.1735537,12.80991736,80.99173554
2014,214,225094,4.122222222,5.140186916,74.29906542,45.79439252,28.5046729,0,176.1682243,0,25.23364486
2019,519,199070,3.9,35.26011561,72.25433526,38.34296724,33.91136802,0,99.42196532,92.48554913,21.96531792
2018,425,199685,3.8,34.82352941,88.70588235,48,40.70588235,0,214.5882353,0,24.94117647
2017,505,199778,4.6,38.21782178,74.85148515,37.42574257,37.42574257,0,145.5445545,0,9.702970297
2016,528,199967,5.7,29.92424242,78.97727273,35.60606061,43.37121212,0,142.4242424,0,4.356060606
2015,490,200296,5.1,34.08163265,77.34693878,37.55102041,39.79591837,0,139.3877551,0,17.75510204
2014,429,200651,5.2,28.9044289,77.38927739,29.6037296,47.78554779,0,139.6270396,0,12.12121212
2019,88,274840,3.611111111,6.818181818,103.4090909,52.27272727,51.13636364,0,178.4090909,35.22727273,131.8181818
2018,65,275351,3.338888889,0,129.2307692,75.38461538,53.84615385,0,284.6153846,0,113.8461538
2017,108,275919,3.722222222,7.407407407,110.1851852,52.77777778,57.40740741,0,183.3333333,0,25
2016,123,276285,4.355555556,4.87804878,95.12195122,52.03252033,43.08943089,0,141.4634146,0,53.65853659
2015,124,276805,4.083333333,11.29032258,85.48387097,45.96774194,39.51612903,0,149.1935484,0,46.77419355
2014,180,277510,4.433333333,0,78.88888889,29.44444444,49.44444444,0,105,0,0
2019,487,994205,3,5.544147844,76.59137577,33.05954825,43.53182752,0,83.36755647,9.240246407,26.07802875
2018,450,995219,3,5.777777778,89.77777778,37.11111111,52.66666667,0,85.11111111,8.888888889,22.88888889
2017,462,996227,3.4,9.523809524,88.96103896,43.50649351,45.45454545,0,78.57142857,0,33.76623377
2016,465,997837,4.2,10.32258065,79.35483871,34.19354839,45.16129032,0,66.4516129,0,20.86021505
2015,438,1001109,4.7,13.47031963,92.00913242,48.17351598,43.83561644,0,76.02739726,9.589041096,0
2014,402,1000528,5.8,13.68159204,99.25373134,52.48756219,46.76616915,0,80.09950249,0,13.1840796
2019,1031,300576,3.9,5.140640155,87.58486906,51.60038797,35.98448109,0,188.1668283,2.03685742,30.94083414
2018,949,303419,3.9,10.22128556,95.99578504,53.42465753,42.5711275,0,198.630137,0,21.49631191
2017,1336,308233,4.5,10.62874251,100.1497006,49.25149701,50.89820359,0,132.0359281,0,4.865269461
2016,1248,312633,5.4,7.852564103,114.5032051,58.01282051,56.49038462,0,111.8589744,0,0
2015,1312,316010,6.2,8.536585366,103.9634146,44.89329268,57.69817073,1.37195122,102.820122,0,0
2014,1354,317399,7.6,7.090103397,100.3692762,41.211226,57.82865583,1.329394387,119.5716396,0,0
2019,438,496684,2.9,28.99543379,44.74885845,36.52968037,8.219178082,0,7.305936073,28.76712329,23.51598174
2018,532,491159,2.866666667,30.45112782,52.44360902,26.12781955,26.31578947,0,8.458646617,20.30075188,4.887218045
2017,578,485623,3.233333333,39.2733564,44.11764706,19.03114187,25.08650519,0,13.66782007,11.5916955,8.650519031
2016,610,479558,4.066666667,37.70491803,41.47540984,17.21311475,24.26229508,0,13.60655738,17.37704918,11.31147541
2015,803,473077,4.7,30.75965131,31.38231631,12.57783313,18.80448319,0,8.592777086,13.20049813,15.44209215
2014,896,467194,5.833333333,31.47321429,29.57589286,11.38392857,18.19196429,0,8.258928571,10.04464286,12.83482143
2019,492,421273,3,16.46341463,93.49593496,84.95934959,8.536585366,0,31.91056911,0,31.50406504
2018,479,417277,2.766666667,41.12734864,84.34237996,75.782881,8.559498956,0,31.10647182,0,48.64300626
2017,455,413649,3.366666667,43.95604396,69.67032967,59.12087912,10.54945055,0,33.62637363,2.857142857,18.24175824
2016,496,410156,4.2,42.74193548,78.83064516,53.62903226,25.2016129,0,39.31451613,0,31.85483871
2015,584,407993,4.566666667,29.96575342,91.78082192,66.78082192,25,0,18.15068493,0,15.58219178
2014,656,404103,5.3,12.80487805,94.81707317,30.48780488,64.32926829,0,15.70121951,0,3.963414634
2019,237,179564,3.15,20.67510549,119.8312236,88.18565401,31.64556962,0,79.32489451,0,20.25316456
2018,275,178613,2.95,20,110.9090909,80.72727273,30.18181818,0,68,0,26.90909091
2017,270,178239,3.55,15.18518519,126.2962963,99.62962963,26.66666667,0,60.37037037,0,38.14814815
2016,297,177397,4.2,19.86531987,124.2424242,81.14478114,43.0976431,0,49.49494949,0,17.17171717
2015,258,176686,4.55,7.751937984,141.4728682,73.64341085,67.82945736,0,49.6124031,0,15.11627907
2014,315,175869,5.35,10.79365079,112.3809524,54.28571429,58.0952381,0,48.25396825,0,0
2019,255,117623,3,14.50980392,79.21568627,45.49019608,26.66666667,7.058823529,90.98039216,0,12.54901961
2018,204,118340,2.966666667,14.70588235,83.82352941,37.25490196,37.74509804,8.823529412,115.1960784,0,15.68627451
2017,210,118666,3.566666667,8.571428571,90.47619048,45.23809524,36.66666667,8.571428571,112.8571429,0,5.714285714
2016,195,118879,4.066666667,5.128205128,98.97435897,52.30769231,37.43589744,9.230769231,116.9230769,0,9.743589744
2015,164,118936,4.533333333,4.87804878,107.9268293,57.92682927,39.02439024,10.97560976,114.0243902,0,42.07317073
2014,200,119421,5.466666667,3,99,47.5,42.5,9,126.5,0,5.5
2019,1362,2924492,3.72970297,26.35829662,109.5447871,86.2701909,22.68722467,0.587371512,80.91042584,0,20.41116006
2018,1345,2916812,3.543564356,26.91449814,110.1115242,85.57620818,23.94052045,0.594795539,93.90334572,0,16.57992565
2017,1244,2907961,4.206930693,23.47266881,124.1961415,96.94533762,26.60771704,0.643086817,121.221865,0,18.48874598
2016,1431,2898245,5.17029703,26.20545073,134.7309574,105.9399022,28.23200559,0.559049616,100.2096436,0.139762404,23.54996506
2015,1477,2891138,5.64950495,22.27488152,134.6648612,101.6926202,32.43060257,0.541638456,94.65132024,0,24.50914015
2014,1528,2888674,6.664356436,12.2382199,144.5026178,100.6544503,43.32460733,0.523560209,95.41884817,0,20.28795812
2019,408,261543,4.25,25.98039216,122.3039216,52.45098039,69.85294118,0,100.245098,0,49.26470588
2018,446,259898,3.7,30.71748879,108.9686099,50,58.96860987,0,37.44394619,0,35.65022422
2017,511,257488,3.85,54.79452055,90.80234834,45.59686888,45.20547945,0,30.72407045,0,53.22896282
2016,633,255366,4.2,53.08056872,80.56872038,33.33333333,47.23538705,0,14.84992101,0,0
2015,762,251900,4.4,44.09448819,67.58530184,22.96587927,44.61942257,0,9.711286089,0,0
2014,846,249267,5,39.59810875,67.61229314,25.6501182,41.96217494,0,39.24349882,0,0
2019,480,2272441,6.585333333,39.375,100.8333333,75.41666667,25.41666667,0,40.625,20.41666667,134.1666667
2018,560,2282326,5.822666667,46.96428571,84.10714286,64.64285714,19.46428571,0,21.25,0,71.07142857
2017,697,2294317,6.230666667,35.29411765,109.6126255,78.19225251,31.42037303,0,19.79913917,0,96.2697274
2016,785,2300062,7.126666667,38.98089172,93.50318471,56.43312102,37.07006369,0,22.42038217,0,65.35031847
2015,809,2306589,7.854666667,30.03708282,104.9443758,57.47836836,47.46600742,0,22.74412855,0,24.72187886
2014,954,2314039,9.225333333,26.62473795,97.16981132,51.04821803,46.12159329,0,14.98951782,0,0.104821803
2019,296,442165,6.2,64.52702703,37.16216216,21.62162162,15.54054054,0,19.59459459,0,110.1351351
2018,346,438796,5.7,63.87283237,35.26011561,18.49710983,16.76300578,0,16.47398844,0,68.49710983
2017,264,436705,6.08,73.10606061,35.60606061,24.24242424,11.36363636,0,25,0,90.15151515
2016,320,432510,6.6,64.6875,43.4375,21.5625,21.875,0,20,0,19.375
2015,412,429982,6.96,63.83495146,32.52427184,21.60194175,10.9223301,0,13.59223301,0,15.04854369
2014,426,427162,7.82,54.4600939,25.35211268,13.84976526,11.50234742,0,12.91079812,0,14.31924883
2019,1357,1068778,3.680357143,25.42372881,97.19970523,71.11274871,26.08695652,0,68.82829772,0,42.9624171
2018,1405,1060665,3.930357143,26.5480427,97.93594306,73.95017794,23.98576512,0,62.84697509,0.996441281,46.5480427
2017,1529,1052482,4.278571429,35.57880968,84.36886854,61.8705036,22.49836494,0,63.24395029,0.915631131,33.4205363
2016,1418,1040859,4.5125,44.42877292,88.64598025,55.07757405,33.56840621,0,47.32016925,0.987306065,23.977433
2015,1709,1030475,4.435714286,51.02399064,71.6208309,44.52896431,27.09186659,0,32.1825629,1.345816267,2.925687537
2014,1745,1021869,4.667857143,47.79369628,76.61891117,42.75071633,33.86819484,0,32.32091691,0,5.845272206
2019,454,382295,3.6,5.286343612,89.42731278,76.43171806,12.99559471,0,75.55066079,0,16.07929515
2018,440,379216,3.9,7.5,98.40909091,79.31818182,19.09090909,0,92.72727273,0,25.45454545
2017,453,375840,4.4,5.518763797,103.0905077,80.35320088,22.73730684,0,102.8697572,0,27.15231788
2016,544,371260,4.9,6.985294118,86.02941176,64.33823529,21.69117647,0,86.58088235,0,16.72794118
2015,571,367365,5.4,3.852889667,83.53765324,61.47110333,22.06654991,0,86.51488616,0,18.0385289
2014,515,364439,5.8,3.689320388,91.45631068,66.60194175,24.85436893,0,81.94174757,0,9.708737864
2019,580,261191,2.9,13.44827586,82.5862069,43.62068966,38.96551724,0,85,8.620689655,4.827586207
2018,554,259259,3,10.28880866,83.57400722,42.77978339,40.79422383,0,89.53068592,9.025270758,14.07942238
2017,562,257071,3.5,18.68327402,87.90035587,46.44128114,41.45907473,0,92.88256228,8.896797153,19.21708185
2016,509,254955,3.9,14.1453831,86.2475442,41.6502947,44.59724951,0,116.8958743,14.53831041,31.82711198
2015,562,251954,4.3,13.16725979,84.34163701,38.61209964,45.72953737,0,111.9217082,0,11.38790036
2014,530,249084,4.6,12.26415094,86.79245283,37.73584906,49.05660377,0,117.5471698,0,3.58490566
2019,361,321488,3.3,22.43767313,88.64265928,75.6232687,13.01939058,0,91.966759,0,52.07756233
2018,338,316979,3.6,15.68047337,93.19526627,77.5147929,15.68047337,0,97.33727811,0,70.1183432
2017,354,312153,4.1,16.94915254,90.11299435,72.88135593,17.23163842,0,96.04519774,0,39.83050847
2016,354,307826,4.5,9.039548023,90.96045198,61.01694915,29.94350282,0,78.81355932,0,26.27118644
2015,813,300793,5,5.412054121,101.8450185,55.7195572,46.12546125,0,39.3603936,0,6.642066421
2014,811,295137,5,6.5351418,90.99876695,35.51171393,55.48705302,0,30.20961776,3.699136868,5.672009864
2019,2989,5217375,4.239240506,28.43760455,105.1522248,83.90766143,21.2445634,0,57.54432921,0,11.2412178
2018,2991,5178496,4.539240506,32.36375794,103.9786025,84.45336008,19.52524239,0,60.84921431,0,25.30926112
2017,3054,5139168,5.094936709,31.17223314,107.3346431,86.73870334,20.59593975,0,56.67976424,0,15.29142109
2016,2963,5100296,5.817721519,28.18089774,110.7323658,89.13263584,21.59973,0,55.99055012,0,13.83732703
2015,3021,5068006,6.508860759,21.84707051,113.3730553,85.86560741,27.50744786,0,49.32141675,0,7.811982787
2014,3195,5045294,7.039240506,21.50234742,106.2910798,79.18622848,27.10485133,0,43.4428795,0,7.292644757
2019,586,537174,4,10.40955631,82.42320819,68.25938567,14.16382253,0,82.93515358,0,5.802047782
2018,657,532607,4.3,17.04718417,80.82191781,64.99238965,15.82952816,0,72.75494673,0,13.85083714
2017,573,528243,4.8,18.15008726,90.22687609,72.77486911,17.45200698,0,87.43455497,4.188481675,5.410122164
2016,721,524265,5.2,11.65048544,88.34951456,58.52981969,29.81969487,0,62.5520111,25.65880721,11.92787795
2015,665,517053,5.8,17.14285714,90.37593985,52.18045113,38.19548872,0,81.35338346,0,1.804511278
2014,897,512233,6.4,11.0367893,83.94648829,38.6845039,45.26198439,0,39.46488294,0,14.04682274
2019,1742,1110356,3.6,11.25143513,81.80252583,61.59586682,20.20665901,0,72.1010333,19.34557979,31.57290471
2018,1668,1093750,3.9,12.52997602,79.85611511,57.37410072,22.48201439,0,76.73860911,19.96402878,40.76738609
2017,1476,1078128,4.3,14.56639566,80.4200542,56.0298103,24.3902439,0,84.89159892,12.0596206,71.20596206
2016,1818,1056901,4.7,10.2860286,84.48844884,51.43014301,33.05830583,0,60.3410341,0,52.69526953
2015,2001,1033238,5.3,8.995502249,77.51124438,41.47926037,36.03198401,0,48.72563718,0,36.28185907
2014,2014,1010229,5.8,8.142999007,83.66434955,43.19761668,40.46673287,0,44.48857994,0,50.99304866
2019,431,440353,4.166666667,37.58700696,81.20649652,51.97215777,29.23433875,0,46.86774942,0,6.960556845
2018,333,431153,4.533333333,38.13813814,114.1141141,78.67867868,35.43543544,0,61.86186186,0,1.801801802
2017,322,420306,4.8,27.01863354,125.7763975,82.60869565,43.16770186,0,54.03726708,0,4.968944099
2016,389,409884,5.5,32.90488432,107.4550129,72.23650386,35.218509,0,41.64524422,0,3.084832905
2015,390,399059,6.166666667,31.02564103,114.6153846,83.33333333,31.28205128,0,38.20512821,0,0.512820513
2014,321,390168,6.766666667,27.10280374,134.2679128,96.26168224,38.00623053,0,56.69781931,0,6.542056075
2019,970,1111761,3.3,24.32989691,76.59793814,51.54639175,25.05154639,0,53.29896907,0,34.32989691
2018,983,1091273,3.5,19.53204476,74.56765005,52.69582909,21.87182096,0,95.72736521,0,34.38453713
2017,884,1071706,3.9,21.26696833,83.25791855,61.08597285,22.1719457,0,129.638009,0,45.81447964
2016,818,1048335,4.3,16.87041565,92.05378973,68.09290954,23.9608802,0,109.7799511,0,35.08557457
2015,904,1022319,4.7,16.37168142,85.39823009,57.63274336,27.76548673,0,107.8539823,0,5.530973451
2014,1170,997788,4.8,10.5982906,87.35042735,57.94871795,29.4017094,0,78.37606838,0,6.153846154
2019,324,408587,3.666666667,22.22222222,85.80246914,69.44444444,16.35802469,0,44.44444444,0,30.55555556
2018,331,404241,3.833333333,38.06646526,84.29003021,64.65256798,19.63746224,0,45.61933535,0,8.761329305
2017,249,399347,4.4,31.3253012,81.12449799,54.21686747,26.90763052,0,47.38955823,0,9.638554217
2016,328,394811,5.166666667,25.91463415,94.51219512,72.86585366,21.64634146,0,36.2804878,0,14.32926829
2015,281,390376,5.866666667,13.16725979,91.45907473,67.25978648,24.19928826,0,85.76512456,0,19.92882562
2014,423,387000,6.566666667,45.1536643,62.1749409,44.68085106,17.49408983,0,52.95508274,0,8.274231678
2019,329,335509,5,68.69300912,31.91489362,9.118541033,22.79635258,0,47.11246201,0,0
2018,372,333430,5.3,60.48387097,47.04301075,22.58064516,24.46236559,0,47.04301075,0,9.946236559
2017,442,330994,5.8,57.239819,41.85520362,8.597285068,33.25791855,0,44.79638009,0,7.692307692
2016,515,333167,6.4,56.50485437,48.15533981,17.66990291,30.48543689,0,68.73786408,0,6.019417476
2015,593,331203,7.2,61.72006745,47.55480607,12.64755481,34.90725126,0,49.91568297,0,5.733558179
2014,653,332364,7.8,58.95865237,42.57274119,14.70137825,27.87136294,0,30.32159265,0,1.684532925
2019,131,148476,3.3,22.13740458,70.22900763,30.53435115,39.69465649,0,67.17557252,0,0
2018,152,147980,3.3,25.65789474,59.86842105,25.65789474,34.21052632,0,61.18421053,0,9.868421053
2017,127,143626,3.8,29.13385827,71.65354331,30.70866142,40.94488189,0,88.97637795,0,3.937007874
2016,80,142800,4.2,18.75,113.75,17.5,96.25,0,133.75,0,25
2015,129,141298,4.6,15.50387597,72.86821705,49.6124031,23.25581395,0,75.19379845,0,0
2014,108,140321,4.5,8.333333333,92.59259259,59.25925926,33.33333333,0,100.9259259,0,0
2019,417,213519,3.871428571,60.67146283,38.1294964,29.01678657,9.112709832,0,14.86810552,0,0.479616307
2018,449,213231,3.957142857,68.81959911,26.94877506,20.04454343,6.904231626,0,13.80846325,0,2.672605791
2017,466,211651,4.528571429,74.46351931,25.96566524,18.6695279,7.296137339,0,13.30472103,0,2.145922747
2016,520,210288,5.128571429,77.69230769,26.53846154,19.61538462,6.923076923,0,9.038461538,0,5
2015,755,208982,5.842857143,84.63576159,17.08609272,12.71523179,4.370860927,0,5.695364238,0,0.397350993
2014,854,208830,6.457142857,85.94847775,14.87119438,11.00702576,3.864168618,0,4.566744731,0,3.161592506
2019,557,762062,2.720754717,2.154398564,135.3680431,104.1292639,25.31418312,5.92459605,92.63913824,18.49192101,22.08258528
2018,542,758080,2.758490566,8.856088561,133.9483395,83.94833948,48.15498155,1.84501845,95.38745387,1.84501845,14.02214022
2017,1089,754942,2.994339623,30.39485767,94.94949495,82.27731864,12.67217631,0,57.85123967,0,6.519742883
2016,923,754434,3.49245283,23.40195016,106.1755146,80.60671723,25.5687974,0,62.29685807,17.11809317,7.692307692
2015,1305,754066,3.313207547,37.24137931,74.02298851,59.00383142,15.01915709,0,57.16475096,0,1.22605364
2014,1258,737401,3.237735849,36.88394277,74.40381558,58.50556439,15.89825119,0,51.66931638,0,3.418124006
2019,506,1072416,2.957471264,3.95256917,151.3833992,82.80632411,68.5770751,0,26.87747036,0,51.97628458
2018,559,1071933,2.765517241,6.26118068,128.980322,95.52772809,33.45259392,0,22.71914132,0,42.03935599
2017,506,1071278,2.873563218,2.766798419,129.8418972,78.65612648,51.18577075,0,22.52964427,0,51.18577075
2016,551,1069315,2.972413793,2.177858439,120.8711434,48.09437387,72.77676951,0,22.50453721,0,39.92740472
2015,549,1065287,2.862068966,4.371584699,138.7978142,66.84881603,71.94899818,0,17.12204007,4.007285974,34.24408015
2014,560,1062621,3.07816092,6.607142857,148.75,75.71428571,73.03571429,0,20.71428571,0,9.821428571
2019,1410,827078,2.98,3.262411348,96.38297872,57.37588652,36.59574468,2.411347518,58.65248227,12.26950355,25.46099291
2018,1411,818533,2.88,4.53579022,89.01488306,58.18568391,30.82919915,0,56.76824947,11.8355776,31.25442948
2017,1389,809404,3.02,4.103671706,93.66450684,61.62706983,32.03743701,0,53.92368611,11.51907847,20.44636429
2016,1509,800814,3.18,3.777335984,92.04771372,57.32273028,34.72498343,0,50.49701789,8.880053015,20.14579192
2015,1481,790489,3.1,2.970965564,94.19311276,59.08170155,35.11141121,0,57.46117488,5.671843349,11.14112086
2014,1630,781052,3.42,1.595092025,106.196319,57.48466258,48.71165644,0,50.55214724,0,1.104294479
2019,449,34914,3.4,9.799554566,96.43652561,74.38752784,22.04899777,0,71.71492205,18.48552339,52.11581292
2018,451,35148,3,9.977827051,91.57427938,73.3924612,18.18181818,0,69.17960089,23.50332594,48.7804878
2017,606,35265,3,8.085808581,100.8250825,53.13531353,47.68976898,0,39.9339934,19.8019802,12.87128713
2016,694,35487,3.1,4.610951009,97.6945245,38.76080692,58.93371758,0,32.70893372,9.365994236,10.95100865
2015,714,35501,2.9,7.703081232,114.2857143,44.3977591,69.88795518,0,11.06442577,10.50420168,8.963585434
2014,836,35648,3.2,5.502392344,105.5023923,44.73684211,60.76555024,0,11.12440191,14.95215311,5.980861244
2019,669,942686,2.577777778,14.20029895,94.46935725,80.86696562,13.60239163,0,77.42899851,0,16.14349776
2018,742,938835,2.566666667,16.44204852,85.8490566,68.59838275,17.25067385,0,65.49865229,0,19.94609164
2017,767,935583,2.722222222,14.34159061,89.83050847,65.84093872,23.98956975,0,64.79791395,0,17.99217731
2016,670,930974,2.777777778,11.34328358,117.0149254,81.34328358,35.67164179,0,62.68656716,0,12.23880597
2015,718,927365,3.333333333,10.58495822,93.454039,65.04178273,28.41225627,0,60.16713092,0,6.406685237
2014,689,926066,4.177777778,8.998548621,106.095791,69.95645864,36.13933237,0,57.76487663,0,16.69085631
2019,266,417025,2.7,1.127819549,107.8947368,35.33834586,70.67669173,1.879699248,113.9097744,0,4.135338346
2018,281,414630,2.7,2.135231317,106.7615658,37.01067616,67.97153025,1.779359431,111.0320285,0,8.896797153
2017,295,413204,3,4.06779661,102.7118644,35.93220339,65.08474576,1.694915254,111.5254237,0,15.25423729
2016,296,411333,3,4.391891892,103.0405405,35.81081081,65.54054054,1.689189189,101.6891892,0,0
2015,327,408985,3.6,2.44648318,99.08256881,38.53211009,59.02140673,1.529051988,90.82568807,0,4.587155963
2014,280,407275,4.5,4.285714286,109.2857143,39.28571429,68.21428571,1.785714286,105.3571429,0,5.357142857
2019,357,263670,4.9,26.8907563,102.5210084,76.47058824,26.05042017,0,49.29971989,0,366.6666667
2018,437,263989,5.7,29.9771167,84.21052632,65.67505721,18.53546911,0,51.02974828,0,12.35697941
2017,422,265498,7.1,25.82938389,83.17535545,71.80094787,11.37440758,0,52.8436019,0,16.58767773
2016,476,267217,7.4,24.3697479,75,64.91596639,10.08403361,0,31.93277311,0,3.991596639
2015,548,270153,9.5,13.50364964,65.1459854,56.38686131,8.759124088,0,21.89781022,6.02189781,3.284671533
2014,544,272578,10.5,12.5,85.66176471,73.89705882,11.76470588,0,14.33823529,0,0
2019,271,1539388,3.15,1.47601476,138.0073801,57.56457565,80.44280443,0,156.8265683,0,22.50922509
2018,354,1534294,3.7,6.497175141,103.9548023,44.06779661,59.88700565,0,113.8418079,0,18.92655367
2017,302,1527844,4.25,1.655629139,121.8543046,51.65562914,70.1986755,0,132.781457,0,18.54304636
2016,296,1519017,4.7,3.716216216,124.3243243,52.7027027,71.62162162,0,147.2972973,0,13.51351351
2015,340,1513482,5.35,9.705882353,108.2352941,45.88235294,62.35294118,0,176.1764706,0,10
2014,371,1507850,6.4,8.894878706,99.19137466,40.9703504,58.22102426,0,133.6927224,0,11.85983827
2019,518,445349,3.2,4.44015444,79.34362934,51.15830116,22.97297297,5.212355212,26.44787645,0,23.74517375
2018,840,444745,3.6,6.666666667,45.23809524,32.02380952,13.21428571,0,19.64285714,0,0
2017,604,445610,4,7.284768212,73.50993377,66.22516556,7.284768212,0,13.0794702,1.324503311,0
2016,926,445972,4.4,1.403887689,60.90712743,58.09935205,2.807775378,0,8.531317495,0,0
2015,1347,446832,5.3,0.593912398,42.2420193,39.42093541,2.82108389,0,9.725315516,0,0
2014,1020,448168,6.4,2.058823529,55.78431373,52.05882353,3.725490196,0,12.84313725,0,0
2019,979,1039673,4.9,22.36976507,71.50153218,47.80388151,23.69765066,0,71.80796731,10.31664964,22.8804903
2018,999,1040959,5.75,14.51451451,76.97697698,48.74874875,28.22822823,0,101.001001,8.308308308,16.81681682
2017,938,1041737,6.35,13.53944563,84.75479744,53.19829424,31.5565032,0,93.81663113,8.208955224,11.8336887
2016,1068,1044651,6.925,22.37827715,68.07116105,40.63670412,27.43445693,0,76.96629213,7.209737828,12.45318352
2015,1089,1047453,8.025,12.39669421,70.61524334,33.33333333,37.28191001,0,66.20752984,0,7.988980716
2014,1695,1049912,9.275,6.017699115,41.0619469,20.41297935,20.64896755,0,35.92920354,0,10.32448378
2019,2235,798975,4.3,15.12304251,106.8456376,77.0917226,29.75391499,0,55.25727069,0,4.429530201
2018,2228,798570,5,17.77378815,101.0771993,70.69120287,30.38599641,0,43.98563734,0,0.897666068
2017,2048,796349,5.5,20.8984375,93.01757813,67.33398438,25.68359375,0,56.49414063,0,1.953125
2016,1779,792689,6,24.90163013,101.4614952,66.38560989,35.07588533,0,46.37436762,0,18.38111298
2015,1610,790439,6.8,10.0621118,118.757764,71.73913043,47.01863354,0,55.96273292,0,28.07453416
2014,1483,788726,8,15.03708699,119.8246797,72.21847606,47.60620364,0,66.28455833,0,0
2019,890,672391,3.2,30,43.14606742,38.08988764,5.056179775,0,58.08988764,1.573033708,33.14606742
2018,860,671931,3.7,28.25581395,43.95348837,40.23255814,3.720930233,0,56.97674419,0.930232558,34.65116279
2017,822,672826,4.2,22.38442822,45.86374696,41.97080292,3.892944039,0,53.64963504,0,23.72262774
2016,829,668588,4.6,27.26176116,48.49215923,32.56936068,15.92279855,0,48.97466828,0,20.5066345
2015,917,664492,5.3,18.42966194,53.98037077,26.608506,27.37186478,0,36.85932388,0,16.57579062
2014,821,660240,6.3,20.21924482,50.42630938,28.62362972,21.80267966,0,44.21437272,0,6.455542022
2019,620,825062,3,21.77419355,29.83870968,25.80645161,4.032258065,0,81.4516129,16.4516129,14.35483871
2018,597,826172,3.5,21.94304858,31.99329983,27.13567839,4.857621441,0,86.4321608,12.73031826,12.73031826
2017,546,827363,4,22.89377289,41.02564103,29.67032967,11.35531136,0,82.41758242,2.014652015,14.83516484
2016,457,825457,4.4,18.38074398,65.42669584,35.88621444,29.5404814,0,79.64989059,17.72428884,19.47483589
2015,604,825546,5.1,12.58278146,61.25827815,26.82119205,34.43708609,0,51.49006623,0,12.08609272
2014,802,824160,6.1,12.71820449,46.63341646,19.57605985,27.05735661,0,24.31421446,0,12.59351621
2019,359,618795,3.1,15.04178273,78.2729805,30.36211699,47.91086351,0,159.3314763,0,8.635097493
2018,335,620459,3.5,21.49253731,79.40298507,32.53731343,46.86567164,0,122.6865672,0,17.31343284
2017,299,621990,4,14.71571906,82.27424749,29.76588629,52.5083612,0,125.7525084,0,23.41137124
2016,344,622971,4.4,13.08139535,81.39534884,25.87209302,55.52325581,0,100,0,18.02325581
2015,456,624079,5.1,7.894736842,58.55263158,19.73684211,38.81578947,0,67.10526316,0,7.894736842
2014,588,625512,6.1,2.040816327,45.40816327,15.30612245,30.10204082,0,55.27210884,0,6.632653061
2019,388,491845,2.7,10.82474227,73.71134021,34.27835052,34.27835052,5.154639175,50.77319588,15.72164948,5.154639175
2018,398,493070,3.1,8.793969849,74.12060302,33.16582915,35.92964824,5.025125628,63.31658291,19.09547739,4.271356784
2017,378,493920,3.5,7.142857143,77.77777778,34.92063492,37.56613757,5.291005291,94.97354497,0,3.439153439
2016,410,493801,3.9,8.292682927,71.46341463,32.19512195,34.3902439,4.87804878,72.68292683,0,3.170731707
2015,384,494259,4.3,8.854166667,76.30208333,34.375,36.71875,5.208333333,33.85416667,30.98958333,5.208333333
2014,389,494848,5,7.712082262,75.32133676,33.93316195,36.24678663,5.141388175,46.01542416,0,1.285347044
2019,391,501826,4.2,29.92327366,96.93094629,88.23529412,8.695652174,0,146.0358056,26.342711,76.98209719
2018,434,503183,4.9,25.80645161,85.48387097,73.73271889,11.75115207,0,132.718894,23.04147465,61.29032258
2017,449,504402,5.6,19.82182628,117.1492205,105.7906459,11.35857461,0,129.3986637,22.27171492,36.30289532
2016,432,504147,6.1,8.333333333,127.5462963,115.7407407,11.80555556,0,137.7314815,23.14814815,45.60185185
2015,459,504629,7,6.535947712,118.0827887,106.9716776,11.11111111,0,146.6230937,0,18.73638344
2014,376,504547,8.2,1.063829787,141.2234043,112.7659574,28.45744681,0,160.9042553,0,24.73404255
2019,29,62385,4.6,0,200,100,100,0,0,0,0
2018,49,62746,5.3,10.20408163,118.3673469,59.18367347,59.18367347,0,0,0,0
2017,16,62883,6,18.75,206.25,25,181.25,0,0,0,0
2015,38,63732,7.3,2.631578947,150,71.05263158,78.94736842,0,197.3684211,0,0
2014,42,64323,8.5,9.523809524,135.7142857,64.28571429,71.42857143,0,178.5714286,0,0
2019,301,328934,2.9,1.993355482,98.67109635,34.88372093,63.78737542,0,94.01993355,0,0.664451827
