Year,TotalHomeless,Population,Unemployment,Unsheltered_perc_tot,TotalBeds_perc_tot,Emergency_perc_tot,Transitional_perc_tot,SafeHaven_perc_tot,PermanentSupportive_perc_tot,PermanentOther_perc_tot,RapidRehousing_perc_tot
2016,224,124905,5.6,33.92857143,61.16071429,56.69642857,4.464285714,0,85.26785714,0,39.73214286
2015,226,123561,6.2,40.26548673,50.44247788,46.46017699,3.982300885,0,67.69911504,0,30.53097345
2014,247,120386,7,35.22267206,57.89473684,34.41295547,23.48178138,0,53.03643725,0,43.31983806
2019,384,202518,4.7,41.92708333,63.54166667,56.25,7.291666667,0,42.44791667,0,8.072916667
2018,269,201667,5.3,17.47211896,75.83643123,55.39033457,20.44609665,0,63.19702602,5.576208178,0
2017,246,201673,6,19.10569106,91.46341463,62.60162602,28.86178862,0,68.69918699,0,32.5203252
2016,287,201949,6.8,7.317073171,111.4982578,61.32404181,50.17421603,0,58.88501742,0,0
2015,407,201451,7.5,31.6953317,89.92628993,50.36855037,39.55773956,0,41.76904177,0,0
2014,472,201287,8.7,30.93220339,77.33050847,45.55084746,31.77966102,0,35.16949153,0,0
2019,278,195769,4.7,18.70503597,107.9136691,95.68345324,12.23021583,0,74.10071942,10.07194245,5.395683453
2018,276,194169,5.2,28.98550725,120.6521739,111.2318841,9.420289855,0,83.33333333,0,25
2017,319,193836,6,22.88401254,108.7774295,91.84952978,16.92789969,0,55.79937304,8.777429467,13.1661442
2016,329,196219,6.9,26.13981763,96.35258359,79.33130699,17.0212766,0,51.67173252,8.510638298,6.990881459
2015,371,198702,7.6,44.47439353,69.54177898,57.6819407,11.85983827,0,38.00539084,7.547169811,0
2014,312,200563,8.5,36.21794872,72.43589744,58.97435897,13.46153846,0,53.84615385,0,0
2019,451,760141,3.1,28.15964523,68.07095344,33.48115299,34.58980044,0,99.77827051,0,19.73392461
2018,384,756070,3.5,30.72916667,72.91666667,38.54166667,34.375,0,112.5,0,24.21875
2017,403,752649,4.1,29.28039702,70.71960298,37.46898263,33.25062035,0,110.6699752,0,10.42183623
2016,405,748178,4.7,22.4691358,88.39506173,34.32098765,54.07407407,0,114.0740741,0,4.444444444
2015,415,739052,5.2,21.92771084,83.85542169,25.78313253,58.07228916,0,99.75903614,0,12.28915663
2014,523,727543,5.9,27.5334608,76.67304015,22.75334608,53.91969407,0,52.77246654,0,1.529636711
2019,686,289430,3.4,33.67346939,98.25072886,49.12536443,49.12536443,0,104.5189504,0,0
2018,1009,289166,3.8,45.98612488,73.73637265,33.79583746,39.94053518,0,75.81764123,0.396432111,0
2017,926,289309,4.5,39.20086393,75.48596112,33.04535637,42.44060475,0,74.40604752,1.079913607,0
2016,1070,288615,5.3,48.31775701,64.85981308,28.97196262,35.88785047,0,69.81308411,0,0
2015,1100,285959,6,47.45454545,59.90909091,27.09090909,32.81818182,0,64.81818182,0,0
2014,1315,282201,7.3,56.34980989,48.44106464,23.11787072,25.32319392,0,51.33079848,0,0
2019,375,759297,3.6,52.53333333,48.8,23.2,25.6,0,478.9333333,0,65.86666667
2018,321,754906,4.1,44.5482866,61.37071651,28.34890966,33.02180685,0,586.2928349,0,72.58566978
2017,460,751176,4.9,40.2173913,74.13043478,24.13043478,50,0,404.5652174,0,48.91304348
2016,473,746802,5.5,33.4038055,86.04651163,24.10147992,61.94503171,0,360.8879493,0,27.27272727
2015,684,734434,6.1,28.80116959,85.52631579,16.8128655,68.71345029,0,250.4385965,0,6.432748538
2014,801,724892,7.3,35.08114856,76.90387016,31.08614232,45.81772784,0,169.7877653,0,2.247191011
2019,1995,441309,2.633333333,62.00501253,41.5037594,26.31578947,15.18796992,0,37.54385965,0,25.6641604
2018,2035,440735,2.5,65.35626536,40.93366093,26.73218673,14.2014742,0,32.43243243,0,34.004914
2017,2261,438040,2.366666667,65.28084918,45.82043344,17.47014595,28.35028748,0,19.54887218,0,15.21450686
2016,2981,435291,3.2,71.62026166,33.37806105,10.063737,23.31432405,0,15.26333445,0,1.97920161
2015,2717,430988,3.833333333,70.07729113,32.24144277,10.82075819,21.42068458,0,14.13323519,0,1.987486198
2014,2206,427124,4.733333333,66.72710789,37.30734361,15.00453309,22.30281052,0,16.36446056,0,3.535811423
2019,4417,974563,2.3,54.40344125,51.91306317,27.89223455,23.02467738,0.996151234,55.69390989,1.358388046,18.83631424
2018,4495,979858,2.3,47.71968854,61.53503893,28.78754171,31.96885428,0.778642937,41.82424917,0,26.18464961
2017,4959,986353,2.1,46.86428715,64.85178463,26.17463198,38.17301875,0.504133898,33.95845937,0,17.64468643
2016,4940,992268,2.7,43.98785425,69.17004049,28.62348178,40.04048583,0.506072874,33.94736842,0,2.105263158
2015,4903,991064,3.2,39.54721599,71.11972262,22.63920049,47.97063023,0.509891903,18.7844177,0,0
2014,4712,987414,4,34.65619694,74.55432937,24.63921902,49.38455008,0.530560272,18.23005093,0,0
2019,255,137962,2.3,2.745098039,106.2745098,59.60784314,46.66666667,0,14.50980392,0,19.60784314
2018,264,137317,2.2,2.272727273,100.3787879,67.04545455,33.33333333,0,11.36363636,0,1.136363636
2017,288,136913,2.6,0.694444444,104.5138889,61.45833333,43.05555556,0,18.75,0,3.819444444
2016,348,137630,2.9,2.586206897,97.4137931,42.24137931,55.17241379,0,18.3908046,0,0.574712644
2015,276,137246,3.05,3.985507246,123.1884058,55.79710145,67.39130435,0,30.07246377,0,0
2014,297,136927,3.65,9.764309764,96.63299663,51.85185185,44.78114478,0,27.94612795,0,2.356902357
2019,1379,2526947,2.733333333,6.453952139,116.0986222,71.13850616,44.23495286,0.725163162,35.75054387,3.480783176,43.79985497
2018,1721,2525468,2.602083333,7.437536316,122.0801859,58.45438698,63.04474143,0.581057525,27.54212667,2.847181871,39.45380593
2017,1792,2524150,3.08125,2.790178571,128.0691964,52.34375,75.72544643,0,26.45089286,1.506696429,26.22767857
2016,1923,2519464,3.602083333,3.380135205,124.3889756,48.36193448,76.02704108,0,24.5449818,0.20800832,20.12480499
2015,1975,2516410,3.719791667,5.012658228,122.8860759,52.96202532,69.92405063,0,18.73417722,4.101265823,8.607594937
2014,1939,2511525,4.248958333,3.352243424,128.6745745,56.1629706,72.51160392,0,21.86694172,0,13.09953584
2019,681,490161,2.9,13.50954479,94.86049927,61.0866373,31.71806167,2.055800294,74.30249633,28.04698972,22.02643172
2018,764,485833,2.6,14.0052356,86.38743455,54.71204188,29.84293194,1.832460733,71.9895288,24.21465969,14.65968586
2017,676,480487,3.1,7.692307692,99.11242604,60.50295858,38.60946746,0,80.0295858,25.44378698,21.89349112
2016,793,474277,3.4,8.701134931,105.5485498,51.19798235,54.35056747,0,71.37452711,19.41992434,31.90416141
2015,830,467304,3.6,11.20481928,101.0843373,50,51.08433735,0,68.55421687,19.27710843,12.1686747
2014,886,460898,4.2,11.51241535,97.17832957,49.43566591,47.74266366,0,66.70428894,19.30022573,0.338600451
2019,713,481587,2.4,8.555399719,95.65217391,74.19354839,21.45862553,0,54.55820477,0,9.256661992
2018,756,468764,2.4,16.00529101,85.97883598,70.37037037,15.60846561,0,47.48677249,0,25.52910053
2017,833,456548,2.8,13.32533013,92.55702281,65.54621849,27.01080432,0,40.45618247,0,9.723889556
2016,867,444486,3.2,14.41753172,96.19377163,61.01499423,35.17877739,0,42.32987313,0,7.727797001
2015,755,432862,3.4,10.72847682,103.3112583,60.13245033,43.17880795,0,47.15231788,0,17.48344371
2014,753,425471,3.8,6.108897742,102.5232404,59.49535193,43.02788845,0,46.61354582,0,16.20185923
2019,1602,1305478,3.279069767,57.67790262,48.93882647,34.14481898,14.79400749,0,32.45942572,0,19.47565543
2018,1256,1281772,3.290697674,47.92993631,60.74840764,39.88853503,20.85987261,0,43.47133758,0,18.31210191
2017,1204,1261167,3.613953488,43.8538206,76.41196013,48.089701,28.32225914,0,41.02990033,0,15.11627907
2016,1380,1237894,4.197674419,44.42028986,77.68115942,39.56521739,38.11594203,0,34.20289855,0,16.23188406
2015,1211,1218197,4.409302326,32.03963666,89.09991742,40.04954583,49.05037159,0,41.12303881,0,14.36829067
2014,1351,1205641,4.960465116,43.67135455,73.72316802,30.4219097,43.30125833,0,35.82531458,0,7.179866765
2019,159,307774,3.5,0.628930818,111.9496855,54.08805031,57.86163522,0,19.49685535,45.91194969,28.30188679
2018,179,308251,3.6,2.793296089,105.027933,48.04469274,56.98324022,0,17.31843575,40.78212291,25.69832402
2017,155,307815,4.4,3.225806452,83.87096774,22.58064516,61.29032258,0,60.64516129,0,22.58064516
2016,154,307159,5.4,2.597402597,91.55844156,24.02597403,67.53246753,0,20.77922078,38.96103896,13.63636364
2015,177,307572,5.5,5.084745763,91.52542373,26.55367232,64.97175141,0,15.81920904,33.89830508,16.94915254
2014,166,307404,6.6,3.012048193,104.8192771,36.74698795,68.07228916,0,16.86746988,30.12048193,10.24096386
2019,403,336116,5.4,11.1662531,109.9255583,76.17866005,33.74689826,0,116.1290323,0,23.82133995
2018,356,337110,5.65,12.92134831,87.64044944,58.98876404,28.65168539,0,97.75280899,0,25.28089888
2017,381,338194,6.55,9.186351706,76.90288714,54.06824147,22.83464567,0,90.81364829,0,20.20997375
2016,336,339635,6.55,15.47619048,92.55952381,63.98809524,28.57142857,0,96.42857143,0,2.380952381
2015,428,340727,6.75,7.242990654,92.05607477,55.8411215,36.21495327,0,89.71962617,0.46728972,0
2014,506,342409,8.15,7.312252964,91.8972332,49.40711462,42.49011858,0,73.51778656,0,0
2019,252,696535,3.9,12.6984127,64.68253968,26.58730159,38.0952381,0,168.2539683,39.28571429,50.3968254
2018,277,699587,4.5,8.664259928,59.566787,24.18772563,35.37906137,0,141.5162455,27.4368231,43.32129964
2017,228,702475,4.5,11.84210526,100,38.15789474,61.84210526,0,161.4035088,34.64912281,13.15789474
2016,299,704158,5.2,6.35451505,69.89966555,22.40802676,47.4916388,0,148.8294314,0,42.80936455
2015,386,704611,5.4,1.295336788,87.04663212,38.86010363,48.1865285,0,63.73056995,0,0
2014,409,704294,6.5,1.222493888,86.30806846,37.40831296,45.23227384,3.667481663,56.96821516,0,0
2019,151,209689,3.6,1.324503311,79.47019868,36.42384106,43.04635762,0,58.2781457,2.649006623,17.8807947
2018,188,209918,4.3,4.787234043,72.87234043,30.85106383,42.0212766,0,39.89361702,2.127659574,6.914893617
2017,160,210425,4.3,10.625,91.25,25.625,65.625,0,51.25,2.5,8.125
2016,188,210198,5,9.574468085,100,11.17021277,88.82978723,0,35.63829787,0,0
2015,163,209382,5.1,6.134969325,113.4969325,6.134969325,107.3619632,0,48.46625767,0,0
2014,205,207942,5.8,5.853658537,95.12195122,5.365853659,89.75609756,0,33.17073171,0,0
2019,101,262966,3.7,31.68316832,79.20792079,79.20792079,0,0,152.4752475,0,73.26732673
2018,146,264026,4.5,34.93150685,71.23287671,71.23287671,0,0,98.63013699,0,41.78082192
2017,176,265251,4.8,11.93181818,98.29545455,59.09090909,39.20454545,0,81.81818182,0,0
2016,199,265641,5.9,11.55778894,114.5728643,52.26130653,62.31155779,0,81.90954774,0,0
2015,168,265996,6,14.28571429,135.7142857,61.9047619,73.80952381,0,91.07142857,0,0
2014,240,266566,7.1,6.666666667,97.5,45.83333333,51.66666667,0,62.91666667,0,0
2019,278,690743,4,15.4676259,121.2230216,65.82733813,53.23741007,2.158273381,119.0647482,2.877697842,35.61151079
2018,341,691149,4.2,12.60997067,104.6920821,53.66568915,51.02639296,0,97.94721408,2.052785924,9.384164223
2017,282,690479,5.1,10.9929078,111.3475177,71.63120567,39.71631206,0,103.1914894,0,25.53191489
2016,290,688328,6.1,16.55172414,113.1034483,65.51724138,47.5862069,0,108.2758621,0,0
2015,340,685877,6.3,7.647058824,93.82352941,51.47058824,42.35294118,0,116.7647059,0,0
2014,309,685158,7.7,4.854368932,105.1779935,52.42718447,52.75080906,0,120.3883495,0,0
2019,285,383781,4.5,5.263157895,177.8947368,167.0175439,9.473684211,1.403508772,123.5087719,0,25.96491228
2018,400,386427,5.1,8.5,145.25,113.25,31,1,73.75,0,23.25
2017,329,389788,5.5,10.94224924,162.6139818,128.8753799,33.73860182,0,62.00607903,0,20.36474164
2016,378,393361,6.55,18.51851852,133.3333333,83.06878307,46.2962963,3.968253968,58.46560847,0,3.703703704
2015,451,395426,6.475,15.07760532,123.2815965,84.70066519,38.58093126,0,51.88470067,0,0.88691796
2014,405,397912,7.2,6.419753086,132.5925926,85.43209877,47.16049383,0,47.16049383,0,1.728395062
2019,247,259686,4.2,38.05668016,73.68421053,17.81376518,55.87044534,0,110.9311741,0,29.14979757
2018,250,261360,5,36,71.6,20,51.6,0,121.6,0,0
2017,300,262600,5.1,48.66666667,58.33333333,13.33333333,45,0,95.66666667,0,12
2016,240,263187,6.1,34.58333333,88.75,32.5,56.25,0,112.5,0,7.916666667
2015,318,264858,6.6,47.79874214,66.03773585,23.58490566,42.45283019,0,77.98742138,0,0
2014,339,265941,7.9,40.7079646,60.17699115,20.3539823,39.82300885,0,81.71091445,0,0
2019,5290,531582,4.569230769,23.81852552,97.44801512,70.85066163,25.82230624,0.775047259,188.4688091,4.404536862,22.15500945
2018,5450,535559,5.515384615,24.89908257,95.77981651,69.50458716,25.52293578,0.752293578,188.1651376,4.71559633,20.56880734
2017,5657,539013,5.676923077,27.59413116,90.8255259,33.85186495,56.24889517,0.724765777,163.4258441,4.08343645,19.56867598
2016,5889,542475,6.842307692,21.10714892,92.86805909,28.64662931,63.52521651,0.696213279,159.5007641,2.818814739,10.10358295
2015,6786,546317,6.688461538,30.28293546,79.4282346,24.0495137,54.77453581,0.604185087,117.285588,3.020925435,9.003831418
2014,6287,549032,7.553846154,15.25369811,95.29187212,32.57515508,62.0645777,0.652139335,133.7044695,0.270399237,7.109909337
2019,897,5150233,4,11.70568562,52.06243032,20.62430323,28.20512821,3.232998885,166.5551839,1.114827202,35.45150502
2018,873,5171960,4.2,10.53837342,60.02290951,22.33676976,34.36426117,3.32187858,150.2863688,1.145475372,28.63688431
2017,780,5200821,5.2,11.79487179,61.92307692,22.30769231,36.02564103,3.58974359,172.9487179,1.025641026,36.41025641
2016,952,5224272,6.2,11.55462185,71.32352941,23.31932773,44.95798319,3.046218487,131.8277311,1.050420168,32.45798319
2015,895,5244088,6.3,12.29050279,71.06145251,23.01675978,46.36871508,1.675977654,123.3519553,0.558659218,30.61452514
2014,1182,5254675,7.6,12.7749577,69.88155668,17.34348562,51.26903553,1.269035533,82.82571912,0.423011844,9.052453469
2019,319,699059,4.161538462,19.12225705,117.5548589,101.5673981,15.98746082,0,43.26018809,0,1.880877743
2018,387,701059,4.715384615,6.45994832,99.2248062,83.97932817,15.24547804,0,35.65891473,0,1.550387597
2017,433,702288,4.915384615,9.468822171,86.14318707,61.20092379,22.17090069,2.771362587,33.7182448,4.15704388,3.233256351
2016,411,703018,5.769230769,11.67883212,94.40389294,65.20681265,23.35766423,5.839416058,33.09002433,0,0
2015,619,703995,5.792307692,8.723747981,87.56058158,61.06623586,22.61712439,3.877221325,14.21647819,0,0
2014,669,705624,6.884615385,17.33931241,71.44992526,48.87892377,18.98355755,3.587443946,14.94768311,0,0
2019,284,194672,3.9,8.802816901,103.5211268,44.71830986,58.8028169,0,49.29577465,5.281690141,6.338028169
2018,271,195639,4.4,7.011070111,100.3690037,56.45756458,43.91143911,0,36.53136531,11.0701107,0
2017,230,197072,4.4,4.782608696,120,50,70,0,50.86956522,13.04347826,0
2016,261,198026,5,5.747126437,105.7471264,44.06130268,61.68582375,0,56.32183908,0,0
2015,326,198898,5.3,4.601226994,94.17177914,44.47852761,49.69325153,0,45.09202454,0,0
2014,269,199184,6.1,7.80669145,113.3828996,56.133829,57.24907063,0,54.27509294,0,0
2019,309,922921,3.1,3.236245955,106.4724919,68.60841424,37.21682848,0.647249191,112.2977346,0,34.62783172
2018,295,927247,3.3,5.084745763,108.4745763,68.47457627,39.3220339,0.677966102,127.1186441,0,23.05084746
2017,331,930265,4,4.531722054,106.0422961,62.83987915,43.20241692,0,108.1570997,0,9.667673716
2016,555,931256,4.8,5.405405405,102.8828829,32.43243243,70.45045045,0,61.26126126,0,11.53153153
2015,672,933609,4.8,4.464285714,99.10714286,26.19047619,72.91666667,0,49.4047619,0,3.720238095
2014,654,933425,5.8,4.434250765,102.1406728,26.45259939,75.68807339,0,51.22324159,0,3.516819572
2019,94,391519,4.011111111,37.23404255,78.72340426,58.5106383,20.21276596,0,42.55319149,0,195.7446809
2018,92,394045,4.75,23.91304348,94.56521739,71.73913043,22.82608696,0,50,0,150
2017,108,396156,4.833333333,29.62962963,94.44444444,68.51851852,25.92592593,0,42.59259259,0,42.59259259
2016,133,397788,5.877777778,9.022556391,111.2781955,67.66917293,43.60902256,0,33.83458647,0,14.28571429
2015,122,400427,6.072222222,19.67213115,152.4590164,85.24590164,67.21311475,0,33.60655738,0,0
2014,118,402922,6.994444444,3.389830508,177.9661017,100,77.96610169,0,26.27118644,0,0
2019,169,104009,5,6.50887574,89.9408284,61.53846154,28.40236686,0,46.74556213,38.46153846,15.97633136
2018,161,104504,5.5,13.04347826,100.621118,62.11180124,38.50931677,0,77.63975155,0,14.28571429
2017,130,105399,5.5,12.30769231,106.9230769,70.76923077,36.15384615,0,99.23076923,18.46153846,5.384615385
2016,157,106383,6.6,4.458598726,156.0509554,50.31847134,105.7324841,0,95.54140127,0,0
2015,238,107343,7,16.38655462,134.0336134,52.10084034,81.93277311,0,48.31932773,0,0
2014,256,108515,8.6,25.78125,96.875,64.84375,32.03125,0,46.484375,0,0
2019,388,532403,4.3,11.59793814,91.75257732,87.11340206,4.639175258,0,39.94845361,0,5.154639175
2018,430,532720,4.9,5.813953488,95.58139535,78.60465116,16.97674419,0,19.30232558,5.581395349,11.39534884
2017,360,532272,4.8,6.944444444,112.7777778,92.5,20.27777778,0,21.66666667,13.05555556,7.777777778
2016,355,530726,5.5,3.943661972,109.0140845,86.47887324,22.53521127,0,32.3943662,6.76056338,3.098591549
2015,388,528760,5.8,3.608247423,104.1237113,81.44329897,22.68041237,0,31.18556701,0,7.474226804
2014,405,525625,6.9,11.35802469,104.9382716,78.02469136,26.91358025,0,28.39506173,0,5.925925926
2019,211,639696,4.533333333,7.582938389,125.1184834,84.83412322,40.28436019,0,20.85308057,5.687203791,6.161137441
2018,198,643046,4.986666667,8.080808081,139.3939394,93.43434343,45.95959596,0,16.16161616,0,7.070707071
2017,243,647265,5.046666667,3.703703704,137.4485597,70.781893,66.66666667,0,11.93415638,0,0
2016,340,651705,6.06,11.47058824,111.7647059,55.88235294,55.88235294,0,15,0,0
2015,254,655890,6.2,6.299212598,157.0866142,86.61417323,70.47244094,0,20.07874016,0,0
2014,218,660874,7.106666667,0.458715596,118.8073394,43.57798165,75.2293578,0,14.67889908,0,0
2019,68,215978,3.963636364,2.941176471,144.1176471,111.7647059,32.35294118,0,148.5294118,0,0
2018,67,217418,4.354545455,0,92.53731343,62.68656716,29.85074627,0,150.7462687,0,52.23880597
2017,80,219296,4.490909091,0,148.75,67.5,81.25,0,135,0,0
2016,102,221532,5.390909091,0,171.5686275,79.41176471,92.15686275,0,104.9019608,0,0
2015,100,223277,5.436363636,2,206,81,125,0,107,0,0
2014,145,224785,6.172727273,3.448275862,174.4827586,63.44827586,111.0344828,0,47.5862069,0,0
2019,294,37562,3,18.70748299,124.1496599,90.81632653,33.33333333,0,41.49659864,0,2.380952381
2018,282,37697,3.5,17.0212766,124.4680851,84.39716312,40.07092199,0,57.09219858,0,0
2017,435,37645,3.5,31.49425287,84.59770115,40.68965517,43.90804598,0,18.62068966,29.65517241,0
2016,351,37599,4.5,5.413105413,127.3504274,77.77777778,49.57264957,0,47.86324786,0,0
2015,346,37665,4.5,8.670520231,127.4566474,80.92485549,46.53179191,0,62.42774566,0,0
2014,325,37646,5.5,14.15384615,126.1538462,82.15384615,44,0,64.30769231,0,0
2019,3904,5495811,3.213333333,13.75512295,114.6516393,84.78483607,29.22643443,0.640368852,66.54713115,1.050204918,17.67418033
2018,3576,5465825,3.38,12.38814318,112.4161074,78.49552573,33.22147651,0.699105145,68.40044743,1.370246085,20.27404922
2017,3655,5437484,3.505555556,12.12038304,120.1641587,80.82079343,38.65937073,0.683994528,65.41723666,1.121751026,17.37346101
2016,4179,5418757,4.404444444,13.42426418,104.2833214,68.50921273,35.1758794,0.598229241,52.47666906,0.478583393,10.67240967
2015,4197,5400218,4.806666667,11.24612819,101.5963784,63.06885871,37.93185609,0.595663569,43.79318561,0.810102454,22.70669526
2014,4081,5389861,5.942222222,8.061749571,110.9286939,67.85101691,43.07767704,0,38.74050478,0,21.39181573
2019,1567,964582,3.2,6.700701978,91.89534142,60.3063178,29.86598596,1.723037652,73.9629866,8.487555839,27.44097001
2018,1682,958700,3.4,8.085612366,92.0332937,60.40428062,27.17003567,4.458977408,70.45184304,2.794292509,10.58263971
2017,1783,950537,3.6,7.066741447,98.14918676,57.99214807,38.75490746,1.402131239,71.56477846,2.075154234,16.48906338
2016,1619,945685,4.4,8.029647931,102.5941939,55.65163681,45.39839407,1.544163064,74.61395923,6.053119209,7.226683138
2015,1666,939843,5,6.662665066,104.2617047,54.50180072,48.25930372,1.50060024,66.74669868,5.882352941,17.70708283
2014,1890,935935,6.5,3.915343915,96.87830688,46.93121693,48.62433862,1.322751323,61.48148148,2.433862434,5.44973545
2019,593,516042,3.5,9.612141653,104.5531197,53.96290051,50.59021922,0,98.31365936,0,29.67959528
2018,573,513484,3.7,10.12216405,92.84467714,64.22338569,25.13089005,3.490401396,100.3490401,0,37.52181501
2017,575,513176,4.2,19.30434783,101.0434783,74.26086957,23.30434783,3.47826087,104.6956522,0,12.86956522
2016,571,513092,4.6,13.83537653,100.3502627,58.66900175,38.17863398,3.50262697,95.62171629,0,8.23117338
2015,561,511083,4.8,17.64705882,91.62210339,65.24064171,22.81639929,3.565062389,98.21746881,0,0.356506239
2014,631,508968,5.3,13.15372425,97.1473851,62.44057052,31.53724247,3.169572108,66.24405705,0,1.743264659
2019,441,176875,3.3,15.41950113,84.58049887,69.16099773,15.41950113,0,96.37188209,0,0
2018,408,177290,3.4,14.95098039,94.11764706,70.83333333,23.28431373,0,95.83333333,0,0.490196078
2017,356,178056,3.7,9.550561798,95.2247191,77.80898876,17.41573034,0,106.741573,0,0
2016,381,178350,4,12.33595801,112.8608924,86.61417323,26.24671916,0,110.2362205,0,0
2015,405,178689,4.2,8.148148148,100.7407407,81.48148148,19.25925926,0,98.7654321,0,0
2014,416,178567,4.7,7.451923077,94.71153846,74.51923077,20.19230769,0,116.8269231,0,0
2019,189,602401,2.8,20.63492063,71.42857143,58.2010582,13.22751323,0,13.22751323,0,44.97354497
2018,168,598127,2.8,22.61904762,94.64285714,70.23809524,24.4047619,0,14.88095238,0,33.92857143
2017,130,591305,3,13.07692308,123.8461538,92.30769231,31.53846154,0,18.46153846,0,142.3076923
2016,153,586015,3.2,6.535947712,115.0326797,77.12418301,37.90849673,0,16.99346405,7.843137255,58.16993464
2015,174,579684,3.4,13.2183908,108.6206897,67.81609195,40.8045977,0,14.94252874,6.896551724,19.54022989
2014,167,572940,3.8,4.191616766,138.3233533,59.88023952,78.44311377,0,20.95808383,0,0
2019,1056,1452567,2.935643564,22.15909091,135.7007576,89.96212121,45.73863636,0,32.1969697,0,33.52272727
2018,918,1457137,2.97029703,17.53812636,149.7821351,95.86056645,53.92156863,0,38.88888889,0,39.65141612
2017,1037,1461094,3.328712871,13.69334619,121.8900675,84.08871745,37.80135005,0,34.32979749,0,29.31533269
2016,903,1468602,3.807920792,10.63122924,117.0542636,66.00221484,51.05204873,0,16.50055371,0,0
2015,1208,1475873,3.868316832,9.51986755,135.4304636,81.04304636,54.38741722,0,23.75827815,0,10.51324503
2014,1307,1477754,3.922772277,6.273909717,130.4514155,76.81713849,53.63427697,0,25.9372609,0,16.29686305
2019,2221,3377764,4.91779661,29.26609635,80.00900495,66.27645205,13.7325529,0,52.13867627,0.450247636,32.23773075
2018,2077,3370626,5.06779661,33.31728455,79.92296582,67.74193548,12.18103033,0,59.70149254,0.529610014,29.70630717
2017,1940,3360476,5.909322034,27.06185567,83.71134021,63.55670103,20.15463918,0,58.09278351,0,28.96907216
2016,2057,3351074,6.43220339,27.85610112,85.2698104,56.34419057,28.92561983,0,57.7540107,0,12.20223627
2015,2119,3345211,6.469491525,29.35346862,83.76592732,53.65738556,30.10854176,0,50.11798018,0,3.916941954
2014,2229,3340840,7.588135593,30.05832212,76.35711081,50.78510543,25.57200538,0,45.44638852,0,3.499327052
2019,1071,766757,3.9,11.01774043,72.17553688,46.12511671,26.05042017,0,159.4771242,21.10177404,28.9449113
2018,926,768101,3.9,16.52267819,77.53779698,51.18790497,26.34989201,0,174.0820734,35.42116631,35.74514039
2017,1034,769828,4.3,14.60348162,88.68471954,49.41972921,39.26499033,0,163.3462282,25.43520309,11.89555126
2016,1116,767464,4.4,10.03584229,87.72401434,48.74551971,38.97849462,0,164.1577061,0,7.347670251
2015,1161,764946,4.7,6.976744186,91.47286822,47.28682171,44.18604651,0,145.3057709,8.440999139,5.340223945
2014,1316,761725,6,5.319148936,87.38601824,42.24924012,44.30091185,0.835866261,119.8328267,0,4.179331307
2019,787,323152,3.2,1.397712834,63.40533672,54.76493011,8.640406607,0,45.9974587,0,14.35832274
2018,685,322426,3.2,3.357664234,72.55474453,62.62773723,9.927007299,0,58.54014599,15.18248175,17.66423358
2017,1051,321964,3.5,4.852521408,95.05233111,50.61845861,44.24357755,0.190294957,45.00475737,16.17507136,3.044719315
2016,1064,319644,3.5,1.973684211,100,49.34210526,50.65789474,0,40.31954887,30.45112782,13.81578947
2015,1258,315819,3.8,3.100158983,99.36406995,50.39745628,48.96661367,0,47.53577107,0,5.325914149
2014,1544,311784,4.8,5.893782383,91.32124352,33.03108808,58.29015544,0,31.54145078,0,2.979274611
2019,360,604726,5.142857143,43.05555556,71.38888889,51.38888889,17.22222222,2.777777778,89.44444444,0,45.83333333
2018,363,605958,5.414285714,47.6584022,61.15702479,37.46556474,22.58953168,1.101928375,54.26997245,0,23.14049587
2017,357,607497,6.114285714,26.8907563,73.66946779,39.21568627,34.45378151,0,60.22408964,0,1.960784314
2016,463,608312,7.685714286,24.40604752,82.72138229,39.30885529,43.412527,0,47.5161987,0,4.319654428
2015,493,606880,7.1,24.34077079,80.32454361,38.13387424,42.19066937,0,36.51115619,5.476673428,1.014198783
2014,471,602314,5.971428571,6.369426752,104.670913,41.61358811,63.05732484,0,35.66878981,5.307855626,7.430997877
2019,292,1063374,5.118181818,20.54794521,112.6712329,94.8630137,17.80821918,0,198.630137,0,56.16438356
2018,375,1066752,5.136363636,11.73333333,108.2666667,85.33333333,16.26666667,6.666666667,144.2666667,0,45.86666667
2017,349,1069692,5.509090909,13.46704871,123.2091691,95.12893983,20.91690544,7.163323782,138.3954155,0,59.88538682
2016,478,1074794,6.609090909,13.59832636,110.460251,81.17154812,21.9665272,7.322175732,78.24267782,0,54.60251046
2015,390,1072923,7.1,20.51282051,141.025641,110.5128205,22.30769231,8.205128205,89.74358974,0,35.38461538
2014,655,1066104,7.072727273,19.23664122,127.6335878,69.00763359,57.09923664,1.526717557,73.28244275,0,0
2019,1179,954437,4.828571429,36.47158609,89.3129771,64.1221374,21.3740458,3.816793893,288.8040712,0,53.77438507
2018,1188,952696,5.071428571,50,65.57239057,39.8989899,22.72727273,2.946127946,286.2794613,1.094276094,59.09090909
2017,1301,950829,5.257142857,40.35357417,80.9377402,49.42352037,29.97694081,1.537279016,233.0514988,0.99923136,51.11452729
2016,1626,945535,6.185714286,44.09594096,71.15621156,34.25584256,35.97785978,0.922509225,171.7097171,0.799507995,22.20172202
2015,1703,938494,6.714285714,46.33000587,70.34644745,33.41162654,36.34762184,0.58719906,156.6647093,0,18.20317087
