FIPS,county,state,population
40061,Greer, Oklahoma,"5,712"
40063,Harmon, Oklahoma,"2,653"
40065,Harper, Oklahoma,"3,688"
40067,Haskell, Oklahoma,"12,627"
40069,Hughes, Oklahoma,"13,279"
40071,Jackson, Oklahoma,"24,530"
40073,Jefferson, Oklahoma,"6,002"
40075,Johnston, Oklahoma,"11,085"
40077,Kay, Oklahoma,"43,538"
40079,Kingfisher, Oklahoma,"15,765"
40081,Kiowa, Oklahoma,"8,708"
40083,Latimer, Oklahoma,"10,073"
40085,Le Flore, Oklahoma,"49,853"
40087,Lincoln, Oklahoma,"34,877"
40089,Logan, Oklahoma,"48,011"
40091,Love, Oklahoma,"10,253"
40093,McClain, Oklahoma,"40,474"
40095,McCurtain, Oklahoma,"32,832"
40097,McIntosh, Oklahoma,"19,596"
40099,Major, Oklahoma,"7,629"
40101,Marshall, Oklahoma,"16,931"
40103,Mayes, Oklahoma,"41,100"
40105,Murray, Oklahoma,"14,073"
40107,Muskogee, Oklahoma,"67,997"
40109,Noble, Oklahoma,"11,131"
40111,Nowata, Oklahoma,"10,076"
40113,Okfuskee, Oklahoma,"11,993"
40115,Oklahoma, Oklahoma,"797,434"
40117,Okmulgee, Oklahoma,"38,465"
40119,Osage, Oklahoma,"46,963"
40121,Ottawa, Oklahoma,"31,127"
40123,Pawnee, Oklahoma,"16,376"
40125,Payne, Oklahoma,"81,784"
40127,Pittsburg, Oklahoma,"43,654"
40129,Pontotoc, Oklahoma,"38,284"
40131,Pottawatomie, Oklahoma,"72,592"
40133,Pushmataha, Oklahoma,"11,096"
40135,Roger Mills, Oklahoma,"3,583"
40137,Rogers, Oklahoma,"92,459"
40139,Seminole, Oklahoma,"24,258"
40141,Sequoyah, Oklahoma,"41,569"
40143,Stephens, Oklahoma,"43,143"
40145,Texas, Oklahoma,"19,983"
40147,Tillman, Oklahoma,"7,250"
40149,Tulsa, Oklahoma,"651,552"
40151,Wagoner, Oklahoma,"81,289"
40153,Washington, Oklahoma,"51,527"
41001,Washita, Oklahoma,"10,916"
41003,Woods, Oklahoma,"8,793"
41005,Woodward, Oklahoma,"20,211"
41007,Baker, Oregon,"16,124"
41009,Benton, Oregon,"93,053"
41011,Clackamas, Oregon,"418,187"
41013,Clatsop, Oregon,"40,224"
41015,Columbia, Oregon,"52,354"
41017,Coos, Oregon,"64,487"
41019,Crook, Oregon,"24,404"
41021,Curry, Oregon,"22,925"
41023,Deschutes, Oregon,"197,692"
41025,Douglas, Oregon,"110,980"
41027,Gilliam, Oregon,"1,912"
41029,Grant, Oregon,"7,199"
41031,Harney, Oregon,"7,393"
41033,Hood River, Oregon,"23,382"
41035,Jackson, Oregon,"220,944"
41037,Jefferson, Oregon,"24,658"
41039,Josephine, Oregon,"87,487"
41041,Klamath, Oregon,"68,238"
41043,Lake, Oregon,"7,869"
41045,Lane, Oregon,"382,067"
41047,Lincoln, Oregon,"49,962"
41049,Linn, Oregon,"129,749"
41051,Malheur, Oregon,"30,571"
41053,Marion, Oregon,"347,818"
41055,Morrow, Oregon,"11,603"
41057,Multnomah, Oregon,"812,855"
41059,Polk, Oregon,"86,085"
41061,Sherman, Oregon,"1,780"
41063,Tillamook, Oregon,"27,036"
41065,Umatilla, Oregon,"77,950"
41067,Union, Oregon,"26,835"
41069,Wallowa, Oregon,"7,208"
41071,Wasco, Oregon,"26,682"
42001,Washington, Oregon,"601,592"
42003,Wheeler, Oregon,"1,332"
42005,Yamhill, Oregon,"107,100"
42007,Adams, Pennsylvania,"103,009"
42009,Allegheny, Pennsylvania,"1,216,045"
42011,Armstrong, Pennsylvania,"64,735"
42013,Beaver, Pennsylvania,"163,929"
42015,Bedford, Pennsylvania,"47,888"
42017,Berks, Pennsylvania,"421,164"
42019,Blair, Pennsylvania,"121,829"
42021,Bradford, Pennsylvania,"60,323"
42023,Bucks, Pennsylvania,"628,270"
42025,Butler, Pennsylvania,"187,853"
42027,Cambria, Pennsylvania,"130,192"
42029,Cameron, Pennsylvania,"4,447"
42031,Carbon, Pennsylvania,"64,182"
42033,Centre, Pennsylvania,"162,385"
42035,Chester, Pennsylvania,"524,989"
42037,Clarion, Pennsylvania,"38,438"
42039,Clearfield, Pennsylvania,"79,255"
42041,Clinton, Pennsylvania,"38,632"
42043,Columbia, Pennsylvania,"64,964"
42045,Crawford, Pennsylvania,"84,629"
42047,Cumberland, Pennsylvania,"253,370"
42049,Dauphin, Pennsylvania,"278,299"
42051,Delaware, Pennsylvania,"566,747"
42053,Elk, Pennsylvania,"29,910"
42055,Erie, Pennsylvania,"269,728"
42057,Fayette, Pennsylvania,"129,274"
42059,Forest, Pennsylvania,"7,247"
42061,Franklin, Pennsylvania,"155,027"
42063,Fulton, Pennsylvania,"14,530"
42065,Greene, Pennsylvania,"36,233"
42067,Huntingdon, Pennsylvania,"45,144"
42069,Indiana, Pennsylvania,"84,073"
42071,Jefferson, Pennsylvania,"43,425"
42073,Juniata, Pennsylvania,"24,763"
42075,Lackawanna, Pennsylvania,"209,674"
42077,Lancaster, Pennsylvania,"545,724"
42079,Lawrence, Pennsylvania,"85,512"
42081,Lebanon, Pennsylvania,"141,793"
42083,Lehigh, Pennsylvania,"369,318"
42085,Luzerne, Pennsylvania,"317,417"
42087,Lycoming, Pennsylvania,"113,299"
42089,McKean, Pennsylvania,"40,625"
42091,Mercer, Pennsylvania,"109,424"
42093,Mifflin, Pennsylvania,"46,138"
42095,Monroe, Pennsylvania,"170,271"
42097,Montgomery, Pennsylvania,"830,915"
42099,Montour, Pennsylvania,"18,230"
42101,Northampton, Pennsylvania,"305,285"
42103,Northumberland, Pennsylvania,"90,843"
42105,Perry, Pennsylvania,"46,272"
42107,Philadelphia, Pennsylvania,"1,584,064"
42109,Pike, Pennsylvania,"55,809"
42111,Potter, Pennsylvania,"16,526"
42113,Schuylkill, Pennsylvania,"141,359"
42115,Snyder, Pennsylvania,"40,372"
42117,Somerset, Pennsylvania,"73,447"
42119,Sullivan, Pennsylvania,"6,066"
42121,Susquehanna, Pennsylvania,"40,328"
42123,Tioga, Pennsylvania,"40,591"
42125,Union, Pennsylvania,"44,923"
42127,Venango, Pennsylvania,"50,668"
42129,Warren, Pennsylvania,"39,191"
42131,Washington, Pennsylvania,"206,865"
42133,Wayne, Pennsylvania,"51,361"
44001,Westmoreland, Pennsylvania,"348,899"
44003,Wyoming, Pennsylvania,"26,794"
44005,York, Pennsylvania,"449,058"
44007,Bristol, Rhode Island,"48,479"
44009,Kent, Rhode Island,"164,292"
45001,Newport, Rhode Island,"82,082"
45003,Providence, Rhode Island,"638,931"
45005,Washington, Rhode Island,"125,577"
45007,Abbeville, South Carolina,"24,527"
45009,Aiken, South Carolina,"170,872"
45011,Allendale, South Carolina,"8,688"
45013,Anderson, South Carolina,"202,558"
45015,Bamberg, South Carolina,"14,066"
45017,Barnwell, South Carolina,"20,866"
45019,Beaufort, South Carolina,"192,122"
45021,Berkeley, South Carolina,"227,907"
45023,Calhoun, South Carolina,"14,553"
45025,Charleston, South Carolina,"411,406"
45027,Cherokee, South Carolina,"57,300"
45029,Chester, South Carolina,"32,244"
45031,Chesterfield, South Carolina,"45,650"
45033,Clarendon, South Carolina,"33,745"
45035,Colleton, South Carolina,"37,677"
45037,Darlington, South Carolina,"66,618"
45039,Dillon, South Carolina,"30,479"
45041,Dorchester, South Carolina,"162,809"
45043,Edgefield, South Carolina,"27,260"
45045,Fairfield, South Carolina,"22,347"
45047,Florence, South Carolina,"138,293"
45049,Georgetown, South Carolina,"62,680"
45051,Greenville, South Carolina,"523,542"
45053,Greenwood, South Carolina,"70,811"
45055,Hampton, South Carolina,"19,222"
45057,Horry, South Carolina,"354,081"
45059,Jasper, South Carolina,"30,073"
45061,Kershaw, South Carolina,"66,551"
45063,Lancaster, South Carolina,"98,012"
45065,Laurens, South Carolina,"67,493"
45067,Lee, South Carolina,"16,828"
45069,Lexington, South Carolina,"298,750"
45071,McCormick, South Carolina,"9,463"
45073,Marion, South Carolina,"30,657"
45075,Marlboro, South Carolina,"26,118"
45077,Newberry, South Carolina,"38,440"
45079,Oconee, South Carolina,"79,546"
45081,Orangeburg, South Carolina,"86,175"
45083,Pickens, South Carolina,"126,884"
45085,Richland, South Carolina,"415,759"
45087,Saluda, South Carolina,"20,473"
45089,Spartanburg, South Carolina,"319,785"
45091,Sumter, South Carolina,"106,721"
46003,Union, South Carolina,"27,316"
46005,Williamsburg, South Carolina,"30,368"
46007,York, South Carolina,"280,979"
46009,Aurora, South Dakota,"2,751"
46011,Beadle, South Dakota,"18,453"
46013,Bennett, South Dakota,"3,365"
46015,Bon Homme, South Dakota,"6,901"
46017,Brookings, South Dakota,"35,077"
46019,Brown, South Dakota,"38,839"
46021,Brule, South Dakota,"5,297"
46023,Buffalo, South Dakota,"1,962"
46025,Butte, South Dakota,"10,429"
46027,Campbell, South Dakota,"1,376"
46029,Charles Mix, South Dakota,"9,292"
46031,Clark, South Dakota,"3,736"
46033,Clay, South Dakota,"14,070"
46035,Codington, South Dakota,"28,009"
46037,Corson, South Dakota,"4,086"
46039,Custer, South Dakota,"8,972"
46041,Davison, South Dakota,"19,775"
46043,Day, South Dakota,"5,424"
46045,Deuel, South Dakota,"4,351"
46047,Dewey, South Dakota,"5,892"
46049,Douglas, South Dakota,"2,921"
46051,Edmunds, South Dakota,"3,829"
46053,Fall River, South Dakota,"6,713"
46055,Faulk, South Dakota,"2,299"
46057,Grant, South Dakota,"7,052"
46059,Gregory, South Dakota,"4,185"
46061,Haakon, South Dakota,"1,899"
46063,Hamlin, South Dakota,"6,164"
46065,Hand, South Dakota,"3,191"
46067,Hanson, South Dakota,"3,453"
46069,Harding, South Dakota,"1,298"
46071,Hughes, South Dakota,"17,526"
46073,Hutchinson, South Dakota,"7,291"
46075,Hyde, South Dakota,"1,301"
46077,Jackson, South Dakota,"3,344"
46079,Jerauld, South Dakota,"2,013"
46081,Jones, South Dakota,903
46083,Kingsbury, South Dakota,"4,939"
46085,Lake, South Dakota,"12,797"
46087,Lawrence, South Dakota,"25,844"
46089,Lincoln, South Dakota,"61,128"
46091,Lyman, South Dakota,"3,781"
46093,McCook, South Dakota,"5,586"
46095,McPherson, South Dakota,"2,379"
46097,Marshall, South Dakota,"4,935"
46099,Meade, South Dakota,"28,332"
46101,Mellette, South Dakota,"2,061"
46103,Miner, South Dakota,"2,216"
46105,Minnehaha, South Dakota,"193,134"
46107,Moody, South Dakota,"6,576"
46109,Oglala Lakota, South Dakota,"14,177"
46111,Pennington, South Dakota,"113,775"
46113,Perkins, South Dakota,"2,865"
46115,Potter, South Dakota,"2,153"
46117,Roberts, South Dakota,"10,394"
46119,Sanborn, South Dakota,"2,344"
46121,Spink, South Dakota,"6,376"
46123,Stanley, South Dakota,"3,098"
46125,Sully, South Dakota,"1,391"
46127,Todd, South Dakota,"10,177"
46129,Tripp, South Dakota,"5,441"
46135,Turner, South Dakota,"8,384"
46137,Union, South Dakota,"15,932"
47001,Walworth, South Dakota,"5,435"
47003,Yankton, South Dakota,"22,814"
47005,Ziebach, South Dakota,"2,756"
47007,Anderson, Tennessee,"76,978"
47009,Bedford, Tennessee,"49,713"
47011,Benton, Tennessee,"16,160"
47013,Bledsoe, Tennessee,"15,064"
47015,Blount, Tennessee,"133,088"
47017,Bradley, Tennessee,"108,110"
47019,Campbell, Tennessee,"39,842"
47021,Cannon, Tennessee,"14,678"
47023,Carroll, Tennessee,"27,767"
47025,Carter, Tennessee,"56,391"
47027,Cheatham, Tennessee,"40,667"
47029,Chester, Tennessee,"17,297"
47031,Claiborne, Tennessee,"31,959"
47033,Clay, Tennessee,"7,615"
47035,Cocke, Tennessee,"36,004"
47037,Coffee, Tennessee,"56,520"
47039,Crockett, Tennessee,"14,230"
47041,Cumberland, Tennessee,"60,520"
47043,Davidson, Tennessee,"694,144"
47045,Decatur, Tennessee,"11,663"
47047,DeKalb, Tennessee,"20,490"
47049,Dickson, Tennessee,"53,948"
47051,Dyer, Tennessee,"37,159"
47053,Fayette, Tennessee,"41,133"
47055,Fentress, Tennessee,"18,523"
47057,Franklin, Tennessee,"42,208"
47059,Gibson, Tennessee,"49,133"
47061,Giles, Tennessee,"29,464"
47063,Grainger, Tennessee,"23,320"
47065,Greene, Tennessee,"69,069"
47067,Grundy, Tennessee,"13,427"
47069,Hamblen, Tennessee,"64,934"
47071,Hamilton, Tennessee,"367,804"
47073,Hancock, Tennessee,"6,620"
47075,Hardeman, Tennessee,"25,050"
47077,Hardin, Tennessee,"25,652"
47079,Hawkins, Tennessee,"56,786"
47081,Haywood, Tennessee,"17,304"
47083,Henderson, Tennessee,"28,117"
47085,Henry, Tennessee,"32,345"
47087,Hickman, Tennessee,"25,178"
47089,Houston, Tennessee,"8,201"
47091,Humphreys, Tennessee,"18,582"
47093,Jackson, Tennessee,"11,786"
47095,Jefferson, Tennessee,"54,495"
47097,Johnson, Tennessee,"17,788"
47099,Knox, Tennessee,"470,313"
47101,Lake, Tennessee,"7,016"
47103,Lauderdale, Tennessee,"25,633"
47105,Lawrence, Tennessee,"44,142"
47107,Lewis, Tennessee,"12,268"
47109,Lincoln, Tennessee,"34,366"
47111,Loudon, Tennessee,"54,068"
47113,McMinn, Tennessee,"53,794"
47115,McNairy, Tennessee,"25,694"
47117,Macon, Tennessee,"24,602"
47119,Madison, Tennessee,"97,984"
47121,Marion, Tennessee,"28,907"
47123,Marshall, Tennessee,"34,375"
47125,Maury, Tennessee,"96,387"
47127,Meigs, Tennessee,"12,422"
47129,Monroe, Tennessee,"46,545"
47131,Montgomery, Tennessee,"208,993"
47133,Moore, Tennessee,"6,488"
47135,Morgan, Tennessee,"21,403"
47137,Obion, Tennessee,"30,069"
47139,Overton, Tennessee,"22,241"
47141,Perry, Tennessee,"8,076"
47143,Pickett, Tennessee,"5,048"
47145,Polk, Tennessee,"16,832"
47147,Putnam, Tennessee,"80,245"
47149,Rhea, Tennessee,"33,167"
47151,Roane, Tennessee,"53,382"
47153,Robertson, Tennessee,"71,813"
47155,Rutherford, Tennessee,"332,285"
47157,Scott, Tennessee,"22,068"
47159,Sequatchie, Tennessee,"15,026"
47161,Sevier, Tennessee,"98,250"
47163,Shelby, Tennessee,"937,166"
47165,Smith, Tennessee,"20,157"
47167,Stewart, Tennessee,"13,715"
47169,Sullivan, Tennessee,"158,348"
47171,Sumner, Tennessee,"191,283"
47173,Tipton, Tennessee,"61,599"
47175,Trousdale, Tennessee,"11,284"
47177,Unicoi, Tennessee,"17,883"
47179,Union, Tennessee,"19,972"
47181,Van Buren, Tennessee,"5,872"
47183,Warren, Tennessee,"41,277"
47185,Washington, Tennessee,"129,375"
47187,Wayne, Tennessee,"16,673"
47189,Weakley, Tennessee,"33,328"
48001,White, Tennessee,"27,345"
48003,Williamson, Tennessee,"238,412"
48005,Wilson, Tennessee,"144,657"
48007,Anderson, Texas,"57,735"
48009,Andrews, Texas,"18,705"
48011,Angelina, Texas,"86,715"
48013,Aransas, Texas,"23,510"
48015,Archer, Texas,"8,553"
48017,Armstrong, Texas,"1,887"
48019,Atascosa, Texas,"51,153"
48021,Austin, Texas,"30,032"
48023,Bailey, Texas,"7,000"
48025,Bandera, Texas,"23,112"
48027,Bastrop, Texas,"88,723"
48029,Baylor, Texas,"3,509"
48031,Bee, Texas,"32,565"
48033,Bell, Texas,"362,924"
48035,Bexar, Texas,"2,003,554"
48037,Blanco, Texas,"11,931"
48039,Borden, Texas,654
48041,Bosque, Texas,"18,685"
48043,Bowie, Texas,"93,245"
48045,Brazoria, Texas,"374,264"
48047,Brazos, Texas,"229,211"
48049,Brewster, Texas,"9,203"
48051,Briscoe, Texas,"1,546"
48053,Brooks, Texas,"7,093"
48055,Brown, Texas,"37,864"
48057,Burleson, Texas,"18,443"
48059,Burnet, Texas,"48,155"
48061,Caldwell, Texas,"43,664"
48063,Calhoun, Texas,"21,290"
48065,Callahan, Texas,"13,943"
48067,Cameron, Texas,"423,163"
48069,Camp, Texas,"13,094"
48071,Carson, Texas,"5,926"
48073,Cass, Texas,"30,026"
48075,Castro, Texas,"7,530"
48077,Chambers, Texas,"43,837"
48079,Cherokee, Texas,"52,646"
48081,Childress, Texas,"7,306"
48083,Clay, Texas,"10,471"
48085,Cochran, Texas,"2,853"
48087,Coke, Texas,"3,387"
48089,Coleman, Texas,"8,175"
48091,Collin, Texas,"1,034,730"
48093,Collingsworth, Texas,"2,920"
48095,Colorado, Texas,"21,493"
48097,Comal, Texas,"156,209"
48099,Comanche, Texas,"13,635"
48101,Concho, Texas,"2,726"
48103,Cooke, Texas,"41,257"
48105,Coryell, Texas,"75,951"
48107,Cottle, Texas,"1,398"
48109,Crane, Texas,"4,797"
48111,Crockett, Texas,"3,464"
48113,Crosby, Texas,"5,737"
48115,Culberson, Texas,"2,171"
48117,Dallam, Texas,"7,287"
48119,Dallas, Texas,"2,635,516"
48121,Dawson, Texas,"12,728"
48123,Deaf Smith, Texas,"18,546"
48125,Delta, Texas,"5,331"
48127,Denton, Texas,"887,207"
48129,DeWitt, Texas,"20,160"
48131,Dickens, Texas,"2,211"
48133,Dimmit, Texas,"10,124"
48135,Donley, Texas,"3,278"
48137,Duval, Texas,"11,157"
48139,Eastland, Texas,"18,360"
48141,Ector, Texas,"166,223"
48143,Edwards, Texas,"1,932"
48145,Ellis, Texas,"184,826"
48147,El Paso, Texas,"839,238"
48149,Erath, Texas,"42,698"
48151,Falls, Texas,"17,297"
48153,Fannin, Texas,"35,514"
48155,Fayette, Texas,"25,346"
48157,Fisher, Texas,"3,830"
48159,Floyd, Texas,"5,712"
48161,Foard, Texas,"1,155"
48163,Fort Bend, Texas,"811,688"
48165,Franklin, Texas,"10,725"
48167,Freestone, Texas,"19,717"
48169,Frio, Texas,"20,306"
48171,Gaines, Texas,"21,492"
48173,Galveston, Texas,"342,139"
48175,Garza, Texas,"6,229"
48177,Gillespie, Texas,"26,988"
48179,Glasscock, Texas,"1,409"
48181,Goliad, Texas,"7,658"
48183,Gonzales, Texas,"20,837"
48185,Gray, Texas,"21,886"
48187,Grayson, Texas,"136,212"
48189,Gregg, Texas,"123,945"
48191,Grimes, Texas,"28,880"
48193,Guadalupe, Texas,"166,847"
48195,Hale, Texas,"33,406"
48197,Hall, Texas,"2,964"
48199,Hamilton, Texas,"8,461"
48201,Hansford, Texas,"5,399"
48203,Hardeman, Texas,"3,933"
48205,Hardin, Texas,"57,602"
48207,Harris, Texas,"4,713,325"
48209,Harrison, Texas,"66,553"
48211,Hartley, Texas,"5,576"
48213,Haskell, Texas,"5,658"
48215,Hays, Texas,"230,191"
48217,Hemphill, Texas,"3,819"
48219,Henderson, Texas,"82,737"
48221,Hidalgo, Texas,"868,707"
48223,Hill, Texas,"36,649"
48225,Hockley, Texas,"23,021"
48227,Hood, Texas,"61,643"
48229,Hopkins, Texas,"37,084"
48231,Houston, Texas,"22,968"
48233,Howard, Texas,"36,664"
48235,Hudspeth, Texas,"4,886"
48237,Hunt, Texas,"98,594"
48239,Hutchinson, Texas,"20,938"
48241,Irion, Texas,"1,536"
48243,Jack, Texas,"8,935"
48245,Jackson, Texas,"14,760"
48247,Jasper, Texas,"35,529"
48249,Jeff Davis, Texas,"2,274"
48251,Jefferson, Texas,"251,565"
48253,Jim Hogg, Texas,"5,200"
48255,Jim Wells, Texas,"40,482"
48257,Johnson, Texas,"175,817"
48259,Jones, Texas,"20,083"
48261,Karnes, Texas,"15,601"
48263,Kaufman, Texas,"136,154"
48265,Kendall, Texas,"47,431"
48267,Kenedy, Texas,404
48269,Kent, Texas,762
48271,Kerr, Texas,"52,600"
48273,Kimble, Texas,"4,337"
48275,King, Texas,272
48277,Kinney, Texas,"3,667"
48279,Kleberg, Texas,"30,680"
48281,Knox, Texas,"3,664"
48283,Lamar, Texas,"49,859"
48285,Lamb, Texas,"12,893"
48287,Lampasas, Texas,"21,428"
48289,La Salle, Texas,"7,520"
48291,Lavaca, Texas,"20,154"
48293,Lee, Texas,"17,239"
48295,Leon, Texas,"17,404"
48297,Liberty, Texas,"88,219"
48299,Limestone, Texas,"23,437"
48301,Lipscomb, Texas,"3,233"
48303,Live Oak, Texas,"12,207"
48305,Llano, Texas,"21,795"
48307,Loving, Texas,169
48309,Lubbock, Texas,"310,569"
48311,Lynn, Texas,"5,951"
48313,McCulloch, Texas,"7,984"
48315,McLennan, Texas,"256,623"
48317,McMullen, Texas,743
48319,Madison, Texas,"14,284"
48321,Marion, Texas,"9,854"
48323,Martin, Texas,"5,771"
48325,Mason, Texas,"4,274"
48327,Matagorda, Texas,"36,643"
48329,Maverick, Texas,"58,722"
48331,Medina, Texas,"51,584"
48333,Menard, Texas,"2,138"
48335,Midland, Texas,"176,832"
48337,Milam, Texas,"24,823"
48339,Mills, Texas,"4,873"
48341,Mitchell, Texas,"8,545"
48343,Montague, Texas,"19,818"
48345,Montgomery, Texas,"607,391"
48347,Moore, Texas,"20,940"
48349,Morris, Texas,"12,388"
48351,Motley, Texas,"1,200"
48353,Nacogdoches, Texas,"65,204"
48355,Navarro, Texas,"50,113"
48357,Newton, Texas,"13,595"
48359,Nolan, Texas,"14,714"
48361,Nueces, Texas,"362,294"
48363,Ochiltree, Texas,"9,836"
48365,Oldham, Texas,"2,112"
48367,Orange, Texas,"83,396"
48369,Palo Pinto, Texas,"29,189"
48371,Panola, Texas,"23,194"
48373,Parker, Texas,"142,878"
48375,Parmer, Texas,"9,605"
48377,Pecos, Texas,"15,823"
48379,Polk, Texas,"51,353"
48381,Potter, Texas,"117,415"
48383,Presidio, Texas,"6,704"
48385,Rains, Texas,"12,514"
48387,Randall, Texas,"137,713"
48389,Reagan, Texas,"3,849"
48391,Real, Texas,"3,452"
48393,Red River, Texas,"12,023"
48395,Reeves, Texas,"15,976"
48397,Refugio, Texas,"6,948"
48399,Roberts, Texas,854
48401,Robertson, Texas,"17,074"
48403,Rockwall, Texas,"104,915"
48405,Runnels, Texas,"10,264"
48407,Rusk, Texas,"54,406"
48409,Sabine, Texas,"10,542"
48411,San Augustine, Texas,"8,237"
48413,San Jacinto, Texas,"28,859"
48415,San Patricio, Texas,"66,730"
48417,San Saba, Texas,"6,055"
48419,Schleicher, Texas,"2,793"
48421,Scurry, Texas,"16,703"
48423,Shackelford, Texas,"3,265"
48425,Shelby, Texas,"25,274"
48427,Sherman, Texas,"3,022"
48429,Smith, Texas,"232,751"
48431,Somervell, Texas,"9,128"
48433,Starr, Texas,"64,633"
48435,Stephens, Texas,"9,366"
48437,Sterling, Texas,"1,291"
48439,Stonewall, Texas,"1,350"
48441,Sutton, Texas,"3,776"
48443,Swisher, Texas,"7,397"
48445,Tarrant, Texas,"2,102,515"
48447,Taylor, Texas,"138,034"
48449,Terrell, Texas,776
48451,Terry, Texas,"12,337"
48453,Throckmorton, Texas,"1,501"
48455,Titus, Texas,"32,750"
48457,Tom Green, Texas,"119,200"
48459,Travis, Texas,"1,273,954"
48461,Trinity, Texas,"14,651"
48463,Tyler, Texas,"21,672"
48465,Upshur, Texas,"41,753"
48467,Upton, Texas,"3,657"
48469,Uvalde, Texas,"26,741"
48471,Val Verde, Texas,"49,025"
48473,Van Zandt, Texas,"56,590"
48475,Victoria, Texas,"92,084"
48477,Walker, Texas,"72,971"
48479,Waller, Texas,"55,246"
48481,Ward, Texas,"11,998"
48483,Washington, Texas,"35,882"
48485,Webb, Texas,"276,652"
48487,Wharton, Texas,"41,556"
48489,Wheeler, Texas,"5,056"
48491,Wichita, Texas,"132,230"
48493,Wilbarger, Texas,"12,769"
48495,Willacy, Texas,"21,358"
48497,Williamson, Texas,"590,551"
48499,Wilson, Texas,"51,070"
48501,Winkler, Texas,"8,010"
48503,Wise, Texas,"69,984"
48505,Wood, Texas,"45,539"
48507,Yoakum, Texas,"8,713"
49001,Young, Texas,"18,010"
49003,Zapata, Texas,"14,179"
49005,Zavala, Texas,"11,840"
49007,Beaver, Utah,"6,710"
49009,Box Elder, Utah,"56,046"
49011,Cache, Utah,"128,289"
49013,Carbon, Utah,"20,463"
49015,Daggett, Utah,950
49017,Davis, Utah,"355,481"
49019,Duchesne, Utah,"19,938"
49021,Emery, Utah,"10,012"
49023,Garfield, Utah,"5,051"
49025,Grand, Utah,"9,754"
49027,Iron, Utah,"54,839"
49029,Juab, Utah,"12,017"
49031,Kane, Utah,"7,886"
49033,Millard, Utah,"13,188"
49035,Morgan, Utah,"12,124"
49037,Piute, Utah,"1,479"
49039,Rich, Utah,"2,483"
49041,Salt Lake, Utah,"1,160,437"
49043,San Juan, Utah,"15,308"
49045,Sanpete, Utah,"30,939"
49047,Sevier, Utah,"21,620"
49049,Summit, Utah,"42,145"
49051,Tooele, Utah,"72,259"
49053,Uintah, Utah,"35,734"
49055,Utah, Utah,"636,235"
49057,Wasatch, Utah,"34,091"
50001,Washington, Utah,"177,556"
50003,Wayne, Utah,"2,711"
50005,Weber, Utah,"260,213"
50007,Addison, Vermont,"36,777"
50009,Bennington, Vermont,"35,470"
50011,Caledonia, Vermont,"29,993"
50013,Chittenden, Vermont,"163,774"
50015,Essex, Vermont,"6,163"
50017,Franklin, Vermont,"49,402"
50019,Grand Isle, Vermont,"7,235"
50021,Lamoille, Vermont,"25,362"
50023,Orange, Vermont,"28,892"
50025,Orleans, Vermont,"27,037"
50027,Rutland, Vermont,"58,191"
51001,Washington, Vermont,"58,409"
51003,Windham, Vermont,"42,222"
51005,Windsor, Vermont,"55,062"
51007,Accomack, Virginia,"32,316"
51009,Albemarle, Virginia,"109,330"
51011,Alleghany, Virginia,"14,860"
51013,Amelia, Virginia,"13,145"
51015,Amherst, Virginia,"31,605"
51017,Appomattox, Virginia,"15,911"
51019,Arlington, Virginia,"236,842"
51021,Augusta, Virginia,"75,558"
51023,Bath, Virginia,"4,147"
51025,Bedford, Virginia,"78,997"
51027,Bland, Virginia,"6,280"
51029,Botetourt, Virginia,"33,419"
51031,Brunswick, Virginia,"16,231"
51033,Buchanan, Virginia,"21,004"
51035,Buckingham, Virginia,"17,148"
51036,Campbell, Virginia,"54,885"
51037,Caroline, Virginia,"30,725"
51041,Carroll, Virginia,"29,791"
51043,Charles City, Virginia,"6,963"
51045,Charlotte, Virginia,"11,880"
51047,Chesterfield, Virginia,"352,802"
51049,Clarke, Virginia,"14,619"
51051,Craig, Virginia,"5,131"
51053,Culpeper, Virginia,"52,605"
51057,Cumberland, Virginia,"9,932"
51059,Dickenson, Virginia,"14,318"
51061,Dinwiddie, Virginia,"28,544"
51063,Essex, Virginia,"10,953"
51065,Fairfax, Virginia,"1,147,532"
51067,Fauquier, Virginia,"71,222"
51069,Floyd, Virginia,"15,749"
51071,Fluvanna, Virginia,"27,270"
51073,Franklin, Virginia,"56,042"
51075,Frederick, Virginia,"89,313"
51077,Giles, Virginia,"16,720"
51079,Gloucester, Virginia,"37,348"
51081,Goochland, Virginia,"23,753"
51083,Grayson, Virginia,"15,550"
51085,Greene, Virginia,"19,819"
51087,Greensville, Virginia,"11,336"
51089,Halifax, Virginia,"33,911"
51091,Hanover, Virginia,"107,766"
51093,Henrico, Virginia,"330,818"
51095,Henry, Virginia,"50,557"
51097,Highland, Virginia,"2,190"
51099,Isle of Wight, Virginia,"37,109"
51101,James City, Virginia,"76,523"
51103,King and Queen, Virginia,"7,025"
51105,King George, Virginia,"26,836"
51107,King William, Virginia,"17,148"
51109,Lancaster, Virginia,"10,603"
51111,Lee, Virginia,"23,423"
51113,Loudoun, Virginia,"413,538"
51115,Louisa, Virginia,"37,591"
51117,Lunenburg, Virginia,"12,196"
51119,Madison, Virginia,"13,261"
51121,Mathews, Virginia,"8,834"
51125,Mecklenburg, Virginia,"30,587"
51127,Middlesex, Virginia,"10,582"
51131,Montgomery, Virginia,"98,535"
51133,Nelson, Virginia,"14,930"
