FIPS,county,state,population
18075,Howard, Indiana,"82,544"
18077,Huntington, Indiana,"36,520"
18079,Jackson, Indiana,"44,231"
18081,Jasper, Indiana,"33,562"
18083,Jay, Indiana,"20,436"
18085,Jefferson, Indiana,"32,308"
18087,Jennings, Indiana,"27,735"
18089,Johnson, Indiana,"158,167"
18091,Knox, Indiana,"36,594"
18093,Kosciusko, Indiana,"79,456"
18095,LaGrange, Indiana,"39,614"
18097,Lake, Indiana,"485,493"
18099,LaPorte, Indiana,"109,888"
18101,Lawrence, Indiana,"45,370"
18103,Madison, Indiana,"129,569"
18105,Marion, Indiana,"964,582"
18107,Marshall, Indiana,"46,258"
18109,Martin, Indiana,"10,255"
18111,Miami, Indiana,"35,516"
18113,Monroe, Indiana,"148,431"
18115,Montgomery, Indiana,"38,338"
18117,Morgan, Indiana,"70,489"
18119,Newton, Indiana,"13,984"
18121,Noble, Indiana,"47,744"
18123,Ohio, Indiana,"5,875"
18125,Orange, Indiana,"19,646"
18127,Owen, Indiana,"20,799"
18129,Parke, Indiana,"16,937"
18131,Perry, Indiana,"19,169"
18133,Pike, Indiana,"12,389"
18135,Porter, Indiana,"170,389"
18137,Posey, Indiana,"25,427"
18139,Pulaski, Indiana,"12,353"
18141,Putnam, Indiana,"37,576"
18143,Randolph, Indiana,"24,665"
18145,Ripley, Indiana,"28,324"
18147,Rush, Indiana,"16,581"
18149,St Joseph, Indiana,"271,826"
18151,Scott, Indiana,"23,873"
18153,Shelby, Indiana,"44,729"
18155,Spencer, Indiana,"20,277"
18157,Starke, Indiana,"22,995"
18159,Steuben, Indiana,"34,594"
18161,Sullivan, Indiana,"20,669"
18163,Switzerland, Indiana,"10,751"
18165,Tippecanoe, Indiana,"195,732"
18167,Tipton, Indiana,"15,148"
18169,Union, Indiana,"7,054"
18171,Vanderburgh, Indiana,"181,451"
18173,Vermillion, Indiana,"15,498"
18175,Vigo, Indiana,"107,038"
18177,Wabash, Indiana,"30,996"
18179,Warren, Indiana,"8,265"
18181,Warrick, Indiana,"62,998"
18183,Washington, Indiana,"28,036"
19001,Wayne, Indiana,"65,884"
19003,Wells, Indiana,"28,296"
19005,White, Indiana,"24,102"
19007,Whitley, Indiana,"33,964"
19009,Adair, Iowa,"7,152"
19011,Adams, Iowa,"3,602"
19013,Allamakee, Iowa,"13,687"
19015,Appanoose, Iowa,"12,426"
19017,Audubon, Iowa,"5,496"
19019,Benton, Iowa,"25,645"
19021,Black Hawk, Iowa,"131,228"
19023,Boone, Iowa,"26,234"
19025,Bremer, Iowa,"25,062"
19027,Buchanan, Iowa,"21,175"
19029,Buena Vista, Iowa,"19,620"
19031,Butler, Iowa,"14,439"
19033,Calhoun, Iowa,"9,668"
19035,Carroll, Iowa,"20,165"
19037,Cass, Iowa,"12,836"
19039,Cedar, Iowa,"18,627"
19041,Cerro Gordo, Iowa,"42,450"
19043,Cherokee, Iowa,"11,235"
19045,Chickasaw, Iowa,"11,933"
19047,Clarke, Iowa,"9,395"
19049,Clay, Iowa,"16,016"
19051,Clayton, Iowa,"17,549"
19053,Clinton, Iowa,"46,429"
19055,Crawford, Iowa,"16,820"
19057,Dallas, Iowa,"93,453"
19059,Davis, Iowa,"9,000"
19061,Decatur, Iowa,"7,870"
19063,Delaware, Iowa,"17,011"
19065,Des Moines, Iowa,"38,967"
19067,Dickinson, Iowa,"17,258"
19069,Dubuque, Iowa,"97,311"
19071,Emmet, Iowa,"9,208"
19073,Fayette, Iowa,"19,650"
19075,Floyd, Iowa,"15,642"
19077,Franklin, Iowa,"10,070"
19079,Fremont, Iowa,"6,960"
19081,Greene, Iowa,"8,888"
19083,Grundy, Iowa,"12,232"
19085,Guthrie, Iowa,"10,689"
19087,Hamilton, Iowa,"14,773"
19089,Hancock, Iowa,"10,630"
19091,Hardin, Iowa,"16,846"
19093,Harrison, Iowa,"14,049"
19095,Henry, Iowa,"19,954"
19097,Howard, Iowa,"9,158"
19099,Humboldt, Iowa,"9,558"
19101,Ida, Iowa,"6,860"
19103,Iowa, Iowa,"16,184"
19105,Jackson, Iowa,"19,439"
19107,Jasper, Iowa,"37,185"
19109,Jefferson, Iowa,"18,295"
19111,Johnson, Iowa,"151,140"
19113,Jones, Iowa,"20,681"
19115,Keokuk, Iowa,"10,246"
19117,Kossuth, Iowa,"14,813"
19119,Lee, Iowa,"33,657"
19121,Linn, Iowa,"226,706"
19123,Louisa, Iowa,"11,035"
19125,Lucas, Iowa,"8,600"
19127,Lyon, Iowa,"11,755"
19129,Madison, Iowa,"16,338"
19131,Mahaska, Iowa,"22,095"
19133,Marion, Iowa,"33,253"
19135,Marshall, Iowa,"39,369"
19137,Mills, Iowa,"15,109"
19139,Mitchell, Iowa,"10,586"
19141,Monona, Iowa,"8,615"
19143,Monroe, Iowa,"7,707"
19145,Montgomery, Iowa,"9,917"
19147,Muscatine, Iowa,"42,664"
19149,O'Brien, Iowa,"13,753"
19151,Osceola, Iowa,"5,958"
19153,Page, Iowa,"15,107"
19155,Palo Alto, Iowa,"8,886"
19157,Plymouth, Iowa,"25,177"
19159,Pocahontas, Iowa,"6,619"
19161,Polk, Iowa,"490,161"
19163,Pottawattamie, Iowa,"93,206"
19165,Poweshiek, Iowa,"18,504"
19167,Ringgold, Iowa,"4,894"
19169,Sac, Iowa,"9,721"
19171,Scott, Iowa,"172,943"
19173,Shelby, Iowa,"11,454"
19175,Sioux, Iowa,"34,855"
19177,Story, Iowa,"97,117"
19179,Tama, Iowa,"16,854"
19181,Taylor, Iowa,"6,121"
19183,Union, Iowa,"12,241"
19185,Van Buren, Iowa,"7,044"
19187,Wapello, Iowa,"34,969"
19189,Warren, Iowa,"51,466"
19191,Washington, Iowa,"21,965"
19193,Wayne, Iowa,"6,441"
19195,Webster, Iowa,"35,904"
19197,Winnebago, Iowa,"10,354"
20001,Winneshiek, Iowa,"19,991"
20003,Woodbury, Iowa,"103,107"
20005,Worth, Iowa,"7,381"
20007,Wright, Iowa,"12,562"
20009,Allen, Kansas,"12,369"
20011,Anderson, Kansas,"7,858"
20013,Atchison, Kansas,"16,073"
20015,Barber, Kansas,"4,427"
20017,Barton, Kansas,"25,779"
20019,Bourbon, Kansas,"14,534"
20021,Brown, Kansas,"9,564"
20023,Butler, Kansas,"66,911"
20025,Chase, Kansas,"2,648"
20027,Chautauqua, Kansas,"3,250"
20029,Cherokee, Kansas,"19,939"
20031,Cheyenne, Kansas,"2,657"
20033,Clark, Kansas,"1,994"
20035,Clay, Kansas,"8,002"
20037,Cloud, Kansas,"8,786"
20039,Coffey, Kansas,"8,179"
20041,Comanche, Kansas,"1,700"
20043,Cowley, Kansas,"34,908"
20045,Crawford, Kansas,"38,818"
20047,Decatur, Kansas,"2,827"
20049,Dickinson, Kansas,"18,466"
20051,Doniphan, Kansas,"7,600"
20053,Douglas, Kansas,"122,259"
20055,Edwards, Kansas,"2,798"
20057,Elk, Kansas,"2,530"
20059,Ellis, Kansas,"28,553"
20061,Ellsworth, Kansas,"6,102"
20063,Finney, Kansas,"36,467"
20065,Ford, Kansas,"33,619"
20067,Franklin, Kansas,"25,544"
20069,Geary, Kansas,"31,670"
20071,Gove, Kansas,"2,636"
20073,Graham, Kansas,"2,482"
20075,Grant, Kansas,"7,150"
20077,Gray, Kansas,"5,988"
20079,Greeley, Kansas,"1,232"
20081,Greenwood, Kansas,"5,982"
20083,Hamilton, Kansas,"2,539"
20085,Harper, Kansas,"5,436"
20087,Harvey, Kansas,"34,429"
20089,Haskell, Kansas,"3,968"
20091,Hodgeman, Kansas,"1,794"
20093,Jackson, Kansas,"13,171"
20095,Jefferson, Kansas,"19,043"
20097,Jewell, Kansas,"2,879"
20099,Johnson, Kansas,"602,401"
20101,Kearny, Kansas,"3,838"
20103,Kingman, Kansas,"7,152"
20105,Kiowa, Kansas,"2,475"
20107,Labette, Kansas,"19,618"
20109,Lane, Kansas,"1,535"
20111,Leavenworth, Kansas,"81,758"
20113,Lincoln, Kansas,"2,962"
20115,Linn, Kansas,"9,703"
20117,Logan, Kansas,"2,794"
20119,Lyon, Kansas,"33,195"
20121,McPherson, Kansas,"28,542"
20123,Marion, Kansas,"11,884"
20125,Marshall, Kansas,"9,707"
20127,Meade, Kansas,"4,033"
20129,Miami, Kansas,"34,237"
20131,Mitchell, Kansas,"5,979"
20133,Montgomery, Kansas,"31,829"
20135,Morris, Kansas,"5,620"
20137,Morton, Kansas,"2,587"
20139,Nemaha, Kansas,"10,231"
20141,Neosho, Kansas,"16,007"
20143,Ness, Kansas,"2,750"
20145,Norton, Kansas,"5,361"
20147,Osage, Kansas,"15,949"
20149,Osborne, Kansas,"3,421"
20151,Ottawa, Kansas,"5,704"
20153,Pawnee, Kansas,"6,414"
20155,Phillips, Kansas,"5,234"
20157,Pottawatomie, Kansas,"24,383"
20159,Pratt, Kansas,"9,164"
20161,Rawlins, Kansas,"2,530"
20163,Reno, Kansas,"61,998"
20165,Republic, Kansas,"4,636"
20167,Rice, Kansas,"9,537"
20169,Riley, Kansas,"74,232"
20171,Rooks, Kansas,"4,920"
20173,Rush, Kansas,"3,036"
20175,Russell, Kansas,"6,856"
20177,Saline, Kansas,"54,224"
20179,Scott, Kansas,"4,823"
20181,Sedgwick, Kansas,"516,042"
20183,Seward, Kansas,"21,428"
20185,Shawnee, Kansas,"176,875"
20187,Sheridan, Kansas,"2,521"
20189,Sherman, Kansas,"5,917"
20191,Smith, Kansas,"3,583"
20193,Stafford, Kansas,"4,156"
20195,Stanton, Kansas,"2,006"
20197,Stevens, Kansas,"5,485"
20199,Sumner, Kansas,"22,836"
20201,Thomas, Kansas,"7,777"
20203,Trego, Kansas,"2,803"
20205,Wabaunsee, Kansas,"6,931"
20207,Wallace, Kansas,"1,518"
20209,Washington, Kansas,"5,406"
21001,Wichita, Kansas,"2,119"
21003,Wilson, Kansas,"8,525"
21005,Woodson, Kansas,"3,138"
21007,Wyandotte, Kansas,"165,429"
21009,Adair, Kentucky,"19,202"
21011,Allen, Kentucky,"21,315"
21013,Anderson, Kentucky,"22,747"
21015,Ballard, Kentucky,"7,888"
21017,Barren, Kentucky,"44,249"
21019,Bath, Kentucky,"12,500"
21021,Bell, Kentucky,"26,032"
21023,Boone, Kentucky,"133,581"
21025,Bourbon, Kentucky,"19,788"
21027,Boyd, Kentucky,"46,718"
21029,Boyle, Kentucky,"30,060"
21031,Bracken, Kentucky,"8,303"
21033,Breathitt, Kentucky,"12,630"
21035,Breckinridge, Kentucky,"20,477"
21037,Bullitt, Kentucky,"81,676"
21039,Butler, Kentucky,"12,879"
21041,Caldwell, Kentucky,"12,747"
21043,Calloway, Kentucky,"39,001"
21045,Campbell, Kentucky,"93,584"
21047,Carlisle, Kentucky,"4,760"
21049,Carroll, Kentucky,"10,631"
21051,Carter, Kentucky,"26,797"
21053,Casey, Kentucky,"16,159"
21055,Christian, Kentucky,"70,461"
21057,Clark, Kentucky,"36,263"
21059,Clay, Kentucky,"19,901"
21061,Clinton, Kentucky,"10,218"
21063,Crittenden, Kentucky,"8,806"
21065,Cumberland, Kentucky,"6,614"
21067,Daviess, Kentucky,"101,511"
21069,Edmonson, Kentucky,"12,150"
21071,Elliott, Kentucky,"7,517"
21073,Estill, Kentucky,"14,106"
21075,Fayette, Kentucky,"323,152"
21077,Fleming, Kentucky,"14,581"
21079,Floyd, Kentucky,"35,589"
21081,Franklin, Kentucky,"50,991"
21083,Fulton, Kentucky,"5,969"
21085,Gallatin, Kentucky,"8,869"
21087,Garrard, Kentucky,"17,666"
21089,Grant, Kentucky,"25,069"
21091,Graves, Kentucky,"37,266"
21093,Grayson, Kentucky,"26,427"
21095,Green, Kentucky,"10,941"
21097,Greenup, Kentucky,"35,098"
21099,Hancock, Kentucky,"8,722"
21101,Hardin, Kentucky,"110,958"
21103,Harlan, Kentucky,"26,010"
21105,Harrison, Kentucky,"18,886"
21107,Hart, Kentucky,"19,035"
21109,Henderson, Kentucky,"45,210"
21111,Henry, Kentucky,"16,126"
21113,Hickman, Kentucky,"4,380"
21115,Hopkins, Kentucky,"44,686"
21117,Jackson, Kentucky,"13,329"
21119,Jefferson, Kentucky,"766,757"
21121,Jessamine, Kentucky,"54,115"
21123,Johnson, Kentucky,"22,188"
21125,Kenton, Kentucky,"166,998"
21127,Knott, Kentucky,"14,806"
21129,Knox, Kentucky,"31,145"
21131,Larue, Kentucky,"14,398"
21133,Laurel, Kentucky,"60,813"
21135,Lawrence, Kentucky,"15,317"
21137,Lee, Kentucky,"7,403"
21139,Leslie, Kentucky,"9,877"
21141,Letcher, Kentucky,"21,553"
21143,Lewis, Kentucky,"13,275"
21145,Lincoln, Kentucky,"24,549"
21147,Livingston, Kentucky,"9,194"
21149,Logan, Kentucky,"27,102"
21151,Lyon, Kentucky,"8,210"
21153,McCracken, Kentucky,"65,418"
21155,McCreary, Kentucky,"17,231"
21157,McLean, Kentucky,"9,207"
21159,Madison, Kentucky,"92,987"
21161,Magoffin, Kentucky,"12,161"
21163,Marion, Kentucky,"19,273"
21165,Marshall, Kentucky,"31,100"
21167,Martin, Kentucky,"11,195"
21169,Mason, Kentucky,"17,070"
21171,Meade, Kentucky,"28,572"
21173,Menifee, Kentucky,"6,489"
21175,Mercer, Kentucky,"21,933"
21177,Metcalfe, Kentucky,"10,071"
21179,Monroe, Kentucky,"10,650"
21181,Montgomery, Kentucky,"28,157"
21183,Morgan, Kentucky,"13,309"
21185,Muhlenberg, Kentucky,"30,622"
21187,Nelson, Kentucky,"46,233"
21189,Nicholas, Kentucky,"7,269"
21191,Ohio, Kentucky,"23,994"
21193,Oldham, Kentucky,"66,799"
21195,Owen, Kentucky,"10,901"
21197,Owsley, Kentucky,"4,415"
21199,Pendleton, Kentucky,"14,590"
21201,Perry, Kentucky,"25,758"
21203,Pike, Kentucky,"57,876"
21205,Powell, Kentucky,"12,359"
21207,Pulaski, Kentucky,"64,979"
21209,Robertson, Kentucky,"2,108"
21211,Rockcastle, Kentucky,"16,695"
21213,Rowan, Kentucky,"24,460"
21215,Russell, Kentucky,"17,923"
21217,Scott, Kentucky,"57,004"
21219,Shelby, Kentucky,"49,024"
21221,Simpson, Kentucky,"18,572"
21223,Spencer, Kentucky,"19,351"
21225,Taylor, Kentucky,"25,769"
21227,Todd, Kentucky,"12,294"
21229,Trigg, Kentucky,"14,651"
21231,Trimble, Kentucky,"8,471"
21233,Union, Kentucky,"14,381"
21235,Warren, Kentucky,"132,896"
21237,Washington, Kentucky,"12,095"
21239,Wayne, Kentucky,"20,333"
22001,Webster, Kentucky,"12,942"
22003,Whitley, Kentucky,"36,264"
22005,Wolfe, Kentucky,"7,157"
22007,Woodford, Kentucky,"26,734"
22009,Acadia Parish, Louisiana,"62,045"
22011,Allen Parish, Louisiana,"25,627"
22013,Ascension Parish, Louisiana,"126,604"
22015,Assumption Parish, Louisiana,"21,891"
22017,Avoyelles Parish, Louisiana,"40,144"
22019,Beauregard Parish, Louisiana,"37,497"
22021,Bienville Parish, Louisiana,"13,241"
22023,Bossier Parish, Louisiana,"127,039"
22025,Caddo Parish, Louisiana,"240,204"
22027,Calcasieu Parish, Louisiana,"203,436"
22029,Caldwell Parish, Louisiana,"9,918"
22031,Cameron Parish, Louisiana,"6,973"
22033,Catahoula Parish, Louisiana,"9,494"
22035,Claiborne Parish, Louisiana,"15,670"
22037,Concordia Parish, Louisiana,"19,259"
22039,De Soto Parish, Louisiana,"27,463"
22041,East Baton Rouge Parish, Louisiana,"440,059"
22043,East Carroll Parish, Louisiana,"6,861"
22045,East Feliciana Parish, Louisiana,"19,135"
22047,Evangeline Parish, Louisiana,"33,395"
22049,Franklin Parish, Louisiana,"20,015"
22051,Grant Parish, Louisiana,"22,389"
22053,Iberia Parish, Louisiana,"69,830"
22055,Iberville Parish, Louisiana,"32,511"
22057,Jackson Parish, Louisiana,"15,744"
22059,Jefferson Parish, Louisiana,"432,493"
22061,Jefferson Davis Parish, Louisiana,"31,368"
22063,Lafayette Parish, Louisiana,"244,390"
22065,Lafourche Parish, Louisiana,"97,614"
22067,LaSalle Parish, Louisiana,"14,892"
22069,Lincoln Parish, Louisiana,"46,742"
22071,Livingston Parish, Louisiana,"140,789"
22073,Madison Parish, Louisiana,"10,951"
22075,Morehouse Parish, Louisiana,"24,874"
22077,Natchitoches Parish, Louisiana,"38,158"
22079,Orleans Parish, Louisiana,"390,144"
22081,Ouachita Parish, Louisiana,"153,279"
22083,Plaquemines Parish, Louisiana,"23,197"
22085,Pointe Coupee Parish, Louisiana,"21,730"
22087,Rapides Parish, Louisiana,"129,648"
22089,Red River Parish, Louisiana,"8,442"
22091,Richland Parish, Louisiana,"20,122"
22093,Sabine Parish, Louisiana,"23,884"
22095,St Bernard Parish, Louisiana,"47,244"
22097,St Charles Parish, Louisiana,"53,100"
22099,St Helena Parish, Louisiana,"10,132"
22101,St James Parish, Louisiana,"21,096"
22103,St John the Baptist Parish, Louisiana,"42,837"
22105,St Landry Parish, Louisiana,"82,124"
22107,St Martin Parish, Louisiana,"53,431"
22109,St Mary Parish, Louisiana,"49,348"
22111,St Tammany Parish, Louisiana,"260,419"
22113,Tangipahoa Parish, Louisiana,"134,758"
22115,Tensas Parish, Louisiana,"4,334"
22117,Terrebonne Parish, Louisiana,"110,461"
22119,Union Parish, Louisiana,"22,108"
22121,Vermilion Parish, Louisiana,"59,511"
22123,Vernon Parish, Louisiana,"47,429"
22125,Washington Parish, Louisiana,"46,194"
22127,Webster Parish, Louisiana,"38,340"
23001,West Baton Rouge Parish, Louisiana,"26,465"
23003,West Carroll Parish, Louisiana,"10,830"
23005,West Feliciana Parish, Louisiana,"15,568"
23007,Winn Parish, Louisiana,"13,904"
23009,Androscoggin, Maine,"108,277"
23011,Aroostook, Maine,"67,055"
23013,Cumberland, Maine,"295,003"
23015,Franklin, Maine,"30,199"
23017,Hancock, Maine,"54,987"
23019,Kennebec, Maine,"122,302"
23021,Knox, Maine,"39,772"
23023,Lincoln, Maine,"34,634"
23025,Oxford, Maine,"57,975"
23027,Penobscot, Maine,"152,148"
23029,Piscataquis, Maine,"16,785"
23031,Sagadahoc, Maine,"35,856"
24001,Somerset, Maine,"50,484"
24003,Waldo, Maine,"39,715"
24005,Washington, Maine,"31,379"
24009,York, Maine,"207,641"
24011,Allegany, Maryland,"70,416"
24013,Anne Arundel, Maryland,"579,234"
24015,Baltimore, Maryland,"827,370"
24017,Calvert, Maryland,"92,525"
24019,Caroline, Maryland,"33,406"
24021,Carroll, Maryland,"168,447"
24023,Cecil, Maryland,"102,855"
24025,Charles, Maryland,"163,257"
24027,Dorchester, Maryland,"31,929"
24029,Frederick, Maryland,"259,547"
24031,Garrett, Maryland,"29,014"
24033,Harford, Maryland,"255,441"
24035,Howard, Maryland,"325,690"
24037,Kent, Maryland,"19,422"
24039,Montgomery, Maryland,"1,050,688"
24041,Prince George's, Maryland,"909,327"
24043,Queen Anne's, Maryland,"50,381"
24045,St Mary's, Maryland,"113,510"
24047,Somerset, Maryland,"25,616"
24510,Talbot, Maryland,"37,181"
25001,Washington, Maryland,"151,049"
25003,Wicomico, Maryland,"103,609"
25005,Worcester, Maryland,"52,276"
25007,Baltimore city, Maryland,"593,490"
25009,Barnstable, Massachusetts,"212,990"
25011,Berkshire, Massachusetts,"124,944"
25013,Bristol, Massachusetts,"565,217"
25015,Dukes, Massachusetts,"17,332"
25017,Essex, Massachusetts,"789,034"
25019,Franklin, Massachusetts,"70,180"
25021,Hampden, Massachusetts,"466,372"
25023,Hampshire, Massachusetts,"160,830"
25025,Middlesex, Massachusetts,"1,611,699"
25027,Nantucket, Massachusetts,"11,399"
26001,Norfolk, Massachusetts,"706,775"
26003,Plymouth, Massachusetts,"521,202"
26005,Suffolk, Massachusetts,"803,907"
26007,Worcester, Massachusetts,"830,622"
26009,Alcona, Michigan,"10,405"
26011,Alger, Michigan,"9,108"
26013,Allegan, Michigan,"118,081"
26015,Alpena, Michigan,"28,405"
26017,Antrim, Michigan,"23,324"
26019,Arenac, Michigan,"14,883"
26021,Baraga, Michigan,"8,209"
26023,Barry, Michigan,"61,550"
26025,Bay, Michigan,"103,126"
26027,Benzie, Michigan,"17,766"
26029,Berrien, Michigan,"153,401"
26031,Branch, Michigan,"43,517"
26033,Calhoun, Michigan,"134,159"
26035,Cass, Michigan,"51,787"
26037,Charlevoix, Michigan,"26,143"
26039,Cheboygan, Michigan,"25,276"
26041,Chippewa, Michigan,"37,349"
26043,Clare, Michigan,"30,950"
26045,Clinton, Michigan,"79,595"
26047,Crawford, Michigan,"14,029"
26049,Delta, Michigan,"35,784"
26051,Dickinson, Michigan,"25,239"
26053,Eaton, Michigan,"110,268"
26055,Emmet, Michigan,"33,415"
26057,Genesee, Michigan,"405,813"
26059,Gladwin, Michigan,"25,449"
26061,Gogebic, Michigan,"13,975"
26063,Grand Traverse, Michigan,"93,088"
26065,Gratiot, Michigan,"40,711"
26067,Hillsdale, Michigan,"45,605"
26069,Houghton, Michigan,"35,684"
26071,Huron, Michigan,"30,981"
26073,Ingham, Michigan,"292,406"
26075,Ionia, Michigan,"64,697"
26077,Iosco, Michigan,"25,127"
26079,Iron, Michigan,"11,066"
26081,Isabella, Michigan,"69,872"
26083,Jackson, Michigan,"158,510"
26085,Kalamazoo, Michigan,"265,066"
26087,Kalkaska, Michigan,"18,038"
26089,Kent, Michigan,"656,955"
26091,Keweenaw, Michigan,"2,116"
26093,Lake, Michigan,"11,853"
26095,Lapeer, Michigan,"87,607"
26097,Leelanau, Michigan,"21,761"
26099,Lenawee, Michigan,"98,451"
26101,Livingston, Michigan,"191,995"
26103,Luce, Michigan,"6,229"
26105,Mackinac, Michigan,"10,799"
26107,Macomb, Michigan,"873,972"
26109,Manistee, Michigan,"24,558"
26111,Marquette, Michigan,"66,699"
26113,Mason, Michigan,"29,144"
26115,Mecosta, Michigan,"43,453"
26117,Menominee, Michigan,"22,780"
26119,Midland, Michigan,"83,156"
26121,Missaukee, Michigan,"15,118"
26123,Monroe, Michigan,"150,500"
26125,Montcalm, Michigan,"63,888"
26127,Montmorency, Michigan,"9,328"
26129,Muskegon, Michigan,"173,566"
26131,Newaygo, Michigan,"48,980"
26133,Oakland, Michigan,"1,257,584"
26135,Oceana, Michigan,"26,467"
26137,Ogemaw, Michigan,"20,997"
26139,Ontonagon, Michigan,"5,720"
26141,Osceola, Michigan,"23,460"
26143,Oscoda, Michigan,"8,241"
26145,Otsego, Michigan,"24,668"
26147,Ottawa, Michigan,"291,830"
26149,Presque Isle, Michigan,"12,592"
26151,Roscommon, Michigan,"24,019"
26153,Saginaw, Michigan,"190,539"
26155,St Clair, Michigan,"159,128"
26157,St Joseph, Michigan,"60,964"
26159,Sanilac, Michigan,"41,170"
26161,Schoolcraft, Michigan,"8,094"
26163,Shiawassee, Michigan,"68,122"
26165,Tuscola, Michigan,"52,245"
27001,Van Buren, Michigan,"75,677"
27003,Washtenaw, Michigan,"367,601"
27005,Wayne, Michigan,"1,749,343"
27007,Wexford, Michigan,"33,631"
27009,Aitkin, Minnesota,"15,886"
27011,Anoka, Minnesota,"356,921"
27013,Becker, Minnesota,"34,423"
27015,Beltrami, Minnesota,"47,188"
27017,Benton, Minnesota,"40,889"
27019,Big Stone, Minnesota,"4,991"
27021,Blue Earth, Minnesota,"67,653"
27023,Brown, Minnesota,"25,008"
27025,Carlton, Minnesota,"35,871"
27027,Carver, Minnesota,"105,089"
27029,Cass, Minnesota,"29,779"
27031,Chippewa, Minnesota,"11,800"
27033,Chisago, Minnesota,"56,579"
27035,Clay, Minnesota,"64,222"
27037,Clearwater, Minnesota,"8,818"
27039,Cook, Minnesota,"5,463"
27041,Cottonwood, Minnesota,"11,196"
27043,Crow Wing, Minnesota,"65,055"
27045,Dakota, Minnesota,"429,021"
27047,Dodge, Minnesota,"20,934"
27049,Douglas, Minnesota,"38,141"
27051,Faribault, Minnesota,"13,653"
27053,Fillmore, Minnesota,"21,067"
27055,Freeborn, Minnesota,"30,281"
27057,Goodhue, Minnesota,"46,340"
27059,Grant, Minnesota,"5,972"
27061,Hennepin, Minnesota,"1,265,843"
27063,Houston, Minnesota,"18,600"
27065,Hubbard, Minnesota,"21,491"
27067,Isanti, Minnesota,"40,596"
27069,Itasca, Minnesota,"45,130"
27071,Jackson, Minnesota,"9,846"
27073,Kanabec, Minnesota,"16,337"
27075,Kandiyohi, Minnesota,"43,199"
27077,Kittson, Minnesota,"4,298"
27079,Koochiching, Minnesota,"12,229"
27081,Lac qui Parle, Minnesota,"6,623"
27083,Lake, Minnesota,"10,641"
27085,Lake of the Woods, Minnesota,"3,740"
27087,Le Sueur, Minnesota,"28,887"
27089,Lincoln, Minnesota,"5,639"
27091,Lyon, Minnesota,"25,474"
27093,McLeod, Minnesota,"35,893"
27095,Mahnomen, Minnesota,"5,527"
27097,Marshall, Minnesota,"9,336"
27099,Martin, Minnesota,"19,683"
27101,Meeker, Minnesota,"23,222"
27103,Mille Lacs, Minnesota,"26,277"
27105,Morrison, Minnesota,"33,386"
27107,Mower, Minnesota,"40,062"
27109,Murray, Minnesota,"8,194"
27111,Nicollet, Minnesota,"34,274"
27113,Nobles, Minnesota,"21,629"
27115,Norman, Minnesota,"6,375"
27117,Olmsted, Minnesota,"158,293"
27119,Otter Tail, Minnesota,"58,746"
27121,Pennington, Minnesota,"14,119"
27123,Pine, Minnesota,"29,579"
27125,Pipestone, Minnesota,"9,126"
27127,Polk, Minnesota,"31,364"
27129,Pope, Minnesota,"11,249"
27131,Ramsey, Minnesota,"550,321"
27133,Red Lake, Minnesota,"4,055"
27135,Redwood, Minnesota,"15,170"
27137,Renville, Minnesota,"14,548"
27139,Rice, Minnesota,"66,972"
27141,Rock, Minnesota,"9,315"
27143,Roseau, Minnesota,"15,165"
27145,St Louis, Minnesota,"199,070"
27147,Scott, Minnesota,"149,013"
27149,Sherburne, Minnesota,"97,238"
27151,Sibley, Minnesota,"14,865"
27153,Stearns, Minnesota,"161,075"
27155,Steele, Minnesota,"36,649"
27157,Stevens, Minnesota,"9,805"
27159,Swift, Minnesota,"9,266"
27161,Todd, Minnesota,"24,664"
27163,Traverse, Minnesota,"3,259"
27165,Wabasha, Minnesota,"21,627"
27167,Wadena, Minnesota,"13,682"
27169,Waseca, Minnesota,"18,612"
27171,Washington, Minnesota,"262,440"
27173,Watonwan, Minnesota,"10,897"
28001,Wilkin, Minnesota,"6,207"
28003,Winona, Minnesota,"50,484"
28005,Wright, Minnesota,"138,377"
28007,Yellow Medicine, Minnesota,"9,709"
28009,Adams, Mississippi,"30,693"
28011,Alcorn, Mississippi,"36,953"
28013,Amite, Mississippi,"12,297"
28015,Attala, Mississippi,"18,174"
28017,Benton, Mississippi,"8,259"
28019,Bolivar, Mississippi,"30,628"
28021,Calhoun, Mississippi,"14,361"
28023,Carroll, Mississippi,"9,947"
28025,Chickasaw, Mississippi,"17,103"
28027,Choctaw, Mississippi,"8,210"
28029,Claiborne, Mississippi,"8,988"
28031,Clarke, Mississippi,"15,541"
28033,Clay, Mississippi,"19,316"
28035,Coahoma, Mississippi,"22,124"
28037,Copiah, Mississippi,"28,065"
28039,Covington, Mississippi,"18,636"
28041,DeSoto, Mississippi,"184,945"
28043,Forrest, Mississippi,"74,897"
28045,Franklin, Mississippi,"7,713"
28047,George, Mississippi,"24,500"
28049,Greene, Mississippi,"13,586"
28051,Grenada, Mississippi,"20,758"
28053,Hancock, Mississippi,"47,632"
28055,Harrison, Mississippi,"208,080"
28057,Hinds, Mississippi,"231,840"
28059,Holmes, Mississippi,"17,010"
28061,Humphreys, Mississippi,"8,064"
28063,Issaquena, Mississippi,"1,327"
28065,Itawamba, Mississippi,"23,390"
28067,Jackson, Mississippi,"143,617"
28069,Jasper, Mississippi,"16,383"
28071,Jefferson, Mississippi,"6,990"
