FIPS,county,state,number,population
48011,Armstrong,TX,TX-607,"41,277"
48013,Atascosa,TX,TX-607,"129,375"
48015,Austin,TX,TX-607,"16,673"
48017,Bailey,TX,TX-607,"33,328"
48019,Bandera,TX,TX-607,"27,345"
48021,Bastrop,TX,TX-607,"238,412"
48023,Baylor,TX,TX-607,"144,657"
48025,Bee,TX,TX-607,"57,735"
48027,Bell,TX,TX-607,"18,705"
48029,Bexar,TX,TX-500,"86,715"
48031,Blanco,TX,TX-607,"23,510"
48033,Borden,TX,TX-607,"8,553"
48035,Bosque,TX,TX-607,"1,887"
48037,Bowie,TX,TX-607,"51,153"
48039,Brazoria,TX,TX-607,"30,032"
48041,Brazos,TX,TX-701,"7,000"
48043,Brewster,TX,TX-607,"23,112"
48045,Briscoe,TX,TX-607,"88,723"
48047,Brooks,TX,TX-607,"3,509"
48049,Brown,TX,TX-607,"32,565"
48051,Burleson,TX,TX-607,"362,924"
48053,Burnet,TX,TX-607,"2,003,554"
48055,Caldwell,TX,TX-607,"11,931"
48057,Calhoun,TX,TX-607,654
48059,Callahan,TX,TX-607,"18,685"
48061,Cameron,TX,TX-607,"93,245"
48063,Camp,TX,TX-607,"374,264"
48065,Carson,TX,TX-607,"229,211"
48067,Cass,TX,TX-607,"9,203"
48069,Castro,TX,TX-607,"1,546"
48071,Chambers,TX,TX-607,"7,093"
48073,Cherokee,TX,TX-607,"37,864"
48075,Childress,TX,TX-607,"18,443"
48077,Clay,TX,TX-607,"48,155"
48079,Cochran,TX,TX-607,"43,664"
48081,Coke,TX,TX-607,"21,290"
48083,Coleman,TX,TX-607,"13,943"
48085,Collin,TX,TX-607,"423,163"
48087,Collingsworth,TX,TX-607,"13,094"
48089,Colorado,TX,TX-607,"5,926"
48091,Comal,TX,TX-607,"30,026"
48093,Comanche,TX,TX-607,"7,530"
48095,Concho,TX,TX-607,"43,837"
48097,Cooke,TX,TX-607,"52,646"
48099,Coryell,TX,TX-607,"7,306"
48101,Cottle,TX,TX-607,"10,471"
48103,Crane,TX,TX-607,"2,853"
48105,Crockett,TX,TX-607,"3,387"
48107,Crosby,TX,TX-607,"8,175"
48109,Culberson,TX,TX-607,"1,034,730"
48111,Dallam,TX,TX-607,"2,920"
48113,Dallas,TX,TX-600,"21,493"
48115,Dawson,TX,TX-607,"156,209"
48117,Deaf Smith,TX,TX-607,"13,635"
48119,Delta,TX,TX-607,"2,726"
48121,Denton,TX,TX-607,"41,257"
48123,De Witt,TX,TX-607,"75,951"
48125,Dickens,TX,TX-607,"1,398"
48127,Dimmit,TX,TX-607,"4,797"
48129,Donley,TX,TX-607,"3,464"
48131,Duval,TX,TX-607,"5,737"
48133,Eastland,TX,TX-607,"2,171"
48135,Ector,TX,TX-607,"7,287"
48137,Edwards,TX,TX-607,"2,635,516"
48139,Ellis,TX,TX-607,"12,728"
48141,El Paso,TX,TX-603,"18,546"
48143,Erath,TX,TX-607,"5,331"
48145,Falls,TX,TX-607,"887,207"
48147,Fannin,TX,TX-607,"20,160"
48149,Fayette,TX,TX-607,"2,211"
48151,Fisher,TX,TX-607,"10,124"
48153,Floyd,TX,TX-607,"3,278"
48155,Foard,TX,TX-607,"11,157"
48157,Fort Bend,TX,TX-700,"18,360"
48159,Franklin,TX,TX-607,"166,223"
48161,Freestone,TX,TX-607,"1,932"
48163,Frio,TX,TX-607,"184,826"
48165,Gaines,TX,TX-607,"839,238"
48167,Galveston,TX,TX-607,"42,698"
48169,Garza,TX,TX-607,"17,297"
48171,Gillespie,TX,TX-607,"35,514"
48173,Glasscock,TX,TX-607,"25,346"
48175,Goliad,TX,TX-607,"3,830"
48177,Gonzales,TX,TX-607,"5,712"
48179,Gray,TX,TX-607,"1,155"
48181,Grayson,TX,TX-607,"811,688"
48183,Gregg,TX,TX-607,"10,725"
48185,Grimes,TX,TX-607,"19,717"
48187,Guadalupe,TX,TX-607,"20,306"
48189,Hale,TX,TX-607,"21,492"
48191,Hall,TX,TX-607,"342,139"
48193,Hamilton,TX,TX-607,"6,229"
48195,Hansford,TX,TX-607,"26,988"
48197,Hardeman,TX,TX-607,"1,409"
48199,Hardin,TX,TX-607,"7,658"
48201,Harris,TX,TX-700,"20,837"
48203,Harrison,TX,TX-607,"21,886"
48205,Hartley,TX,TX-607,"136,212"
48207,Haskell,TX,TX-607,"123,945"
48209,Hays,TX,TX-607,"28,880"
48211,Hemphill,TX,TX-607,"166,847"
48213,Henderson,TX,TX-607,"33,406"
48215,Hidalgo,TX,TX-607,"2,964"
48217,Hill,TX,TX-607,"8,461"
48219,Hockley,TX,TX-607,"5,399"
48221,Hood,TX,TX-607,"3,933"
48223,Hopkins,TX,TX-607,"57,602"
48225,Houston,TX,TX-700,"4,713,325"
48227,Howard,TX,TX-607,"66,553"
48229,Hudspeth,TX,TX-607,"5,576"
48231,Hunt,TX,TX-607,"5,658"
48233,Hutchinson,TX,TX-607,"230,191"
48235,Irion,TX,TX-607,"3,819"
48237,Jack,TX,TX-607,"82,737"
48239,Jackson,TX,TX-607,"868,707"
48241,Jasper,TX,TX-607,"36,649"
48243,Jeff Davis,TX,TX-607,"23,021"
48245,Jefferson,TX,TX-607,"61,643"
48247,Jim Hogg,TX,TX-607,"37,084"
48249,Jim Wells,TX,TX-607,"22,968"
48251,Johnson,TX,TX-607,"36,664"
48253,Jones,TX,TX-607,"4,886"
48255,Karnes,TX,TX-607,"98,594"
48257,Kaufman,TX,TX-607,"20,938"
48259,Kendall,TX,TX-607,"1,536"
48261,Kenedy,TX,TX-607,"8,935"
48263,Kent,TX,TX-607,"14,760"
48265,Kerr,TX,TX-607,"35,529"
48267,Kimble,TX,TX-607,"2,274"
48269,King,TX,TX-607,"251,565"
48271,Kinney,TX,TX-607,"5,200"
48273,Kleberg,TX,TX-607,"40,482"
48275,Knox,TX,TX-607,"175,817"
48277,Lamar,TX,TX-607,"20,083"
48279,Lamb,TX,TX-607,"15,601"
48281,Lampasas,TX,TX-607,"136,154"
48283,La Salle,TX,TX-607,"47,431"
48285,Lavaca,TX,TX-607,404
48287,Lee,TX,TX-607,762
48289,Leon,TX,TX-607,"52,600"
48291,Liberty,TX,TX-607,"4,337"
48293,Limestone,TX,TX-607,272
48295,Lipscomb,TX,TX-607,"3,667"
48297,Live Oak,TX,TX-607,"30,680"
48299,Llano,TX,TX-607,"3,664"
48301,Loving,TX,TX-607,"49,859"
48303,Lubbock,TX,TX-607,"12,893"
48305,Lynn,TX,TX-607,"21,428"
48307,McCulloch,TX,TX-607,"7,520"
48309,McLennan,TX,TX-604,"20,154"
48311,McMullen,TX,TX-607,"17,239"
48313,Madison,TX,TX-607,"17,404"
48315,Marion,TX,TX-607,"88,219"
48317,Martin,TX,TX-607,"23,437"
48319,Mason,TX,TX-607,"3,233"
48321,Matagorda,TX,TX-607,"12,207"
48323,Maverick,TX,TX-607,"21,795"
48325,Medina,TX,TX-607,169
48327,Menard,TX,TX-607,"310,569"
48329,Midland,TX,TX-607,"5,951"
48331,Milam,TX,TX-607,"7,984"
48333,Mills,TX,TX-607,"256,623"
48335,Mitchell,TX,TX-607,743
48337,Montague,TX,TX-607,"14,284"
48339,Montgomery,TX,TX-607,"9,854"
48341,Moore,TX,TX-607,"5,771"
48343,Morris,TX,TX-607,"4,274"
48345,Motley,TX,TX-607,"36,643"
48347,Nacogdoches,TX,TX-607,"58,722"
48349,Navarro,TX,TX-607,"51,584"
48351,Newton,TX,TX-607,"2,138"
48353,Nolan,TX,TX-607,"176,832"
48355,Nueces,TX,TX-607,"24,823"
48357,Ochiltree,TX,TX-607,"4,873"
48359,Oldham,TX,TX-607,"8,545"
48361,Orange,TX,TX-607,"19,818"
48363,Palo Pinto,TX,TX-624,"607,391"
48365,Panola,TX,TX-607,"20,940"
48367,Parker,TX,TX-607,"12,388"
48369,Parmer,TX,TX-607,"1,200"
48371,Pecos,TX,TX-607,"65,204"
48373,Polk,TX,TX-607,"50,113"
48375,Potter,TX,TX-611,"13,595"
48377,Presidio,TX,TX-607,"14,714"
48379,Rains,TX,TX-607,"362,294"
48381,Randall,TX,TX-611,"9,836"
48383,Reagan,TX,TX-607,"2,112"
48385,Real,TX,TX-607,"83,396"
48387,Red River,TX,TX-607,"29,189"
48389,Reeves,TX,TX-607,"23,194"
48391,Refugio,TX,TX-607,"142,878"
48393,Roberts,TX,TX-607,"9,605"
48395,Robertson,TX,TX-607,"15,823"
48397,Rockwall,TX,TX-607,"51,353"
48399,Runnels,TX,TX-607,"117,415"
48401,Rusk,TX,TX-607,"6,704"
48403,Sabine,TX,TX-607,"12,514"
48405,San Augustine,TX,TX-607,"137,713"
48407,San Jacinto,TX,TX-607,"3,849"
48409,San Patricio,TX,TX-607,"3,452"
48411,San Saba,TX,TX-607,"12,023"
48413,Schleicher,TX,TX-607,"15,976"
48415,Scurry,TX,TX-607,"6,948"
48417,Shackelford,TX,TX-607,854
48419,Shelby,TX,TX-607,"17,074"
48421,Sherman,TX,TX-607,"104,915"
48423,Smith,TX,TX-607,"10,264"
48425,Somervell,TX,TX-607,"54,406"
48427,Starr,TX,TX-607,"10,542"
48429,Stephens,TX,TX-607,"8,237"
48431,Sterling,TX,TX-607,"28,859"
48433,Stonewall,TX,TX-607,"66,730"
48435,Sutton,TX,TX-607,"6,055"
48437,Swisher,TX,TX-607,"2,793"
48439,Tarrant,TX,TX-601,"16,703"
48441,Taylor,TX,TX-607,"3,265"
48443,Terrell,TX,TX-607,"25,274"
48445,Terry,TX,TX-607,"3,022"
48447,Throckmorton,TX,TX-607,"232,751"
48449,Titus,TX,TX-607,"9,128"
48451,Tom Green,TX,TX-607,"64,633"
48453,Travis,TX,TX-503,"9,366"
48455,Trinity,TX,TX-607,"1,291"
48457,Tyler,TX,TX-607,"1,350"
48459,Upshur,TX,TX-607,"3,776"
48461,Upton,TX,TX-607,"7,397"
48463,Uvalde,TX,TX-607,"2,102,515"
48465,Val Verde,TX,TX-607,"138,034"
48467,Van Zandt,TX,TX-607,776
48469,Victoria,TX,TX-607,"12,337"
48471,Walker,TX,TX-607,"1,501"
48473,Waller,TX,TX-607,"32,750"
48475,Ward,TX,TX-607,"119,200"
48477,Washington,TX,TX-607,"1,273,954"
48479,Webb,TX,TX-607,"14,651"
48481,Wharton,TX,TX-607,"21,672"
48483,Wheeler,TX,TX-607,"41,753"
48485,Wichita,TX,TX-624,"3,657"
48487,Wilbarger,TX,TX-607,"26,741"
48489,Willacy,TX,TX-607,"49,025"
48491,Williamson,TX,TX-607,"56,590"
48493,Wilson,TX,TX-607,"92,084"
48495,Winkler,TX,TX-607,"72,971"
48497,Wise,TX,TX-624,"55,246"
48499,Wood,TX,TX-607,"11,998"
48501,Yoakum,TX,TX-607,"35,882"
48503,Young,TX,TX-607,"276,652"
48505,Zapata,TX,TX-607,"41,556"
48507,Zavala,TX,TX-607,"5,056"
49001,Beaver,UT,UT-503,"132,230"
49003,Box Elder,UT,UT-503,"12,769"
49005,Cache,UT,UT-503,"21,358"
49007,Carbon,UT,UT-503,"590,551"
49009,Daggett,UT,UT-503,"51,070"
49011,Davis,UT,UT-503,"8,010"
49013,Duchesne,UT,UT-503,"69,984"
49015,Emery,UT,UT-503,"45,539"
49017,Garfield,UT,UT-503,"8,713"
49019,Grand,UT,UT-503,"18,010"
49021,Iron,UT,UT-503,"14,179"
49023,Juab,UT,UT-503,"11,840"
49025,Kane,UT,UT-503,"6,710"
49027,Millard,UT,UT-503,"56,046"
49029,Morgan,UT,UT-503,"128,289"
49031,Piute,UT,UT-503,"20,463"
49033,Rich,UT,UT-503,950
49035,Salt Lake,UT,UT-500,"355,481"
49037,San Juan,UT,UT-503,"19,938"
49039,Sanpete,UT,UT-503,"10,012"
49041,Sevier,UT,UT-503,"5,051"
49043,Summit,UT,UT-504,"9,754"
49045,Tooele,UT,UT-503,"54,839"
49047,Uintah,UT,UT-503,"12,017"
49049,Utah,UT,UT-504,"7,886"
49051,Wasatch,UT,UT-504,"13,188"
49053,Washington,UT,UT-503,"12,124"
49055,Wayne,UT,UT-503,"1,479"
49057,Weber,UT,UT-503,"2,483"
50001,Addison,VT,VT-500,"1,160,437"
50003,Bennington,VT,VT-500,"15,308"
50005,Caledonia,VT,VT-500,"30,939"
50007,Chittenden,VT,VT-501,"21,620"
50009,Essex,VT,VT-500,"42,145"
50011,Franklin,VT,VT-500,"72,259"
50013,Grand Isle,VT,VT-500,"35,734"
50015,Lamoille,VT,VT-500,"636,235"
50017,Orange,VT,VT-500,"34,091"
50019,Orleans,VT,VT-500,"177,556"
50021,Rutland,VT,VT-500,"2,711"
50023,Washington,VT,VT-500,"260,213"
50025,Windham,VT,VT-500,"36,777"
50027,Windsor,VT,VT-500,"35,470"
51001,Accomack,VA,VA-521,"29,993"
51003,Albemarle,VA,VA-521,"163,774"
51005,Alleghany,VA,VA-521,"6,163"
51007,Amelia,VA,VA-521,"49,402"
51009,Amherst,VA,VA-521,"7,235"
51011,Appomattox,VA,VA-521,"25,362"
51013,Arlington,VA,VA-600,"28,892"
51015,Augusta,VA,VA-521,"27,037"
51017,Bath,VA,VA-521,"58,191"
51019,Bedford,VA,VA-521,"58,409"
51021,Bland,VA,VA-521,"42,222"
51023,Botetourt,VA,VA-521,"55,062"
51025,Brunswick,VA,VA-521,"32,316"
51027,Buchanan,VA,VA-521,"109,330"
51029,Buckingham,VA,VA-521,"14,860"
51031,Campbell,VA,VA-521,"13,145"
51033,Caroline,VA,VA-521,"31,605"
51035,Carroll,VA,VA-521,"15,911"
51036,Charles City,VA,VA-521,"236,842"
51037,Charlotte,VA,VA-521,"75,558"
51041,Chesterfield,VA,VA-500,"4,147"
51043,Clarke,VA,VA-521,"78,997"
51045,Craig,VA,VA-521,"6,280"
51047,Culpeper,VA,VA-521,"33,419"
51049,Cumberland,VA,VA-521,"16,231"
51051,Dickenson,VA,VA-521,"21,004"
51053,Dinwiddie,VA,VA-521,"17,148"
51057,Essex,VA,VA-521,"54,885"
51059,Fairfax,VA,VA-601,"30,725"
51061,Fauquier,VA,VA-521,"29,791"
51063,Floyd,VA,VA-521,"6,963"
51065,Fluvanna,VA,VA-521,"11,880"
51067,Franklin,VA,VA-521,"352,802"
51069,Frederick,VA,VA-521,"14,619"
51071,Giles,VA,VA-521,"5,131"
51073,Gloucester,VA,VA-521,"52,605"
51075,Goochland,VA,VA-521,"9,932"
51077,Grayson,VA,VA-521,"14,318"
51079,Greene,VA,VA-521,"28,544"
51081,Greensville,VA,VA-521,"10,953"
51083,Halifax,VA,VA-521,"1,147,532"
51085,Hanover,VA,VA-500,"71,222"
51087,Henrico,VA,VA-500,"15,749"
51089,Henry,VA,VA-521,"27,270"
51091,Highland,VA,VA-521,"56,042"
51093,Isle of Wight,VA,VA-501,"89,313"
51095,James City,VA,VA-505,"16,720"
51097,King and Queen,VA,VA-521,"37,348"
51099,King George,VA,VA-521,"23,753"
51101,King William,VA,VA-521,"15,550"
51103,Lancaster,VA,VA-521,"19,819"
51105,Lee,VA,VA-521,"11,336"
51107,Loudoun,VA,VA-602,"33,911"
51109,Louisa,VA,VA-521,"107,766"
51111,Lunenburg,VA,VA-521,"330,818"
51113,Madison,VA,VA-521,"50,557"
51115,Mathews,VA,VA-521,"2,190"
51117,Mecklenburg,VA,VA-521,"37,109"
51119,Middlesex,VA,VA-521,"76,523"
51121,Montgomery,VA,VA-521,"7,025"
51125,Nelson,VA,VA-521,"26,836"
51127,New Kent,VA,VA-521,"17,148"
51131,Northampton,VA,VA-521,"10,603"
51133,Northumberland,VA,VA-521,"23,423"
51135,Nottoway,VA,VA-521,"413,538"
51137,Orange,VA,VA-521,"37,591"
51139,Page,VA,VA-521,"12,196"
51141,Patrick,VA,VA-521,"13,261"
51143,Pittsylvania,VA,VA-521,"8,834"
51145,Powhatan,VA,VA-521,"30,587"
51147,Prince Edward,VA,VA-521,"10,582"
51149,Prince George,VA,VA-521,"98,535"
51153,Prince William,VA,VA-521,"14,930"
51155,Pulaski,VA,VA-521,"23,091"
51157,Rappahannock,VA,VA-521,"11,710"
51159,Richmond,VA,VA-521,"12,095"
51161,Roanoke,VA,VA-502,"15,232"
51163,Rockbridge,VA,VA-521,"37,051"
51165,Rockingham,VA,VA-521,"23,902"
51167,Russell,VA,VA-521,"17,608"
51169,Scott,VA,VA-521,"60,354"
51171,Shenandoah,VA,VA-521,"29,652"
51173,Smyth,VA,VA-521,"22,802"
51175,Southampton,VA,VA-501,"38,353"
51177,Spotsylvania,VA,VA-521,"470,335"
51179,Stafford,VA,VA-514,"34,027"
51181,Surry,VA,VA-521,"7,370"
51183,Sussex,VA,VA-521,"9,023"
51185,Tazewell,VA,VA-521,"94,186"
51187,Warren,VA,VA-521,"22,573"
51191,Washington,VA,VA-521,"81,948"
51193,Westmoreland,VA,VA-521,"26,586"
51195,Wise,VA,VA-521,"21,566"
51197,Wythe,VA,VA-521,"43,616"
51199,York,VA,VA-505,"30,104"
51510,Alexandria City,VA,VA-521,"17,631"
51520,Bristol City,VA,VA-521,"136,215"
51530,Buena Vista City,VA,VA-521,"152,882"
51540,Charlottesville City,VA,VA-504,"6,422"
51550,Chesapeake City,VA,VA-521,"11,159"
51560,Clifton Forge,VA,VA-521,"40,595"
51570,Colonial Heights Cit,VA,VA-521,"40,164"
51580,Covington City,VA,VA-521,"53,740"
51590,Danville City,VA,VA-521,"18,015"
51595,Emporia City,VA,VA-521,"37,383"
51600,Fairfax City,VA,VA-521,"28,684"
51610,Falls Church City,VA,VA-521,"68,280"
51620,Franklin City,VA,VA-521,"159,428"
51630,Fredericksburg City,VA,VA-514,"16,762"
51640,Galax City,VA,VA-521,"6,478"
51650,Hampton City,VA,VA-505,"47,266"
51660,Harrisonburg City,VA,VA-513,"244,835"
51670,Hopewell City,VA,VA-521,"17,370"
51678,Lexington City,VA,VA-521,"5,538"
51680,Lynchburg City,VA,VA-508,"40,044"
51683,Manassas City,VA,VA-521,"5,346"
51685,Manassas Park City,VA,VA-521,"24,019"
51690,Martinsville City,VA,VA-521,"14,617"
51700,Newport News City,VA,VA-505,"7,967"
51710,Norfolk City,VA,VA-521,"29,036"
51720,Norton City,VA,VA-521,"6,347"
51730,Petersburg City,VA,VA-521,"134,510"
51735,Poquoson City,VA,VA-505,"53,016"
51740,Portsmouth City,VA,VA-507,"22,529"
51750,Radford City,VA,VA-521,"7,446"
51760,Richmond City,VA,VA-521,"82,168"
51770,Roanoke City,VA,VA-521,"41,085"
51775,Salem City,VA,VA-521,"17,478"
51780,South Boston City,VA,VA-521,"12,554"
51790,Staunton City,VA,VA-521,"179,225"
51800,Suffolk City,VA,VA-521,"242,742"
51810,Virginia Beach City,VA,VA-503,"3,981"
51820,Waynesboro City,VA,VA-521,"31,346"
51830,Williamsburg City,VA,VA-521,"12,271"
51840,Winchester City,VA,VA-513,"94,398"
53001,Adams,WA,WA-501,"18,249"
53003,Asotin,WA,WA-501,"230,436"
53005,Benton,WA,WA-501,"99,143"
53007,Chelan,WA,WA-501,"25,301"
53009,Clallam,WA,WA-501,"24,932"
53011,Clark,WA,WA-508,"92,108"
53013,Columbia,WA,WA-501,"449,974"
53015,Cowlitz,WA,WA-501,"22,630"
53017,Douglas,WA,WA-501,"14,954"
53019,Ferry,WA,WA-501,"28,078"
53021,Franklin,WA,WA-501,"19,983"
53023,Garfield,WA,WA-501,"22,582"
53025,Grant,WA,WA-501,"204,390"
53027,Grays Harbor,WA,WA-501,"77,200"
53029,Island,WA,WA-501,"77,331"
53031,Jefferson,WA,WA-501,"488,241"
53033,King,WA,WA-500,"3,985"
53035,Kitsap,WA,WA-501,"110,593"
53037,Kittitas,WA,WA-501,"43,429"
53039,Klickitat,WA,WA-501,"7,627"
53041,Lewis,WA,WA-501,"95,222"
53043,Lincoln,WA,WA-501,"2,225"
53045,Mason,WA,WA-501,"97,733"
53047,Okanogan,WA,WA-501,"75,061"
53049,Pacific,WA,WA-501,"85,141"
53051,Pend Oreille,WA,WA-501,"32,221"
53053,Pierce,WA,WA-503,"2,252,782"
53055,San Juan,WA,WA-501,"271,473"
53057,Skagit,WA,WA-501,"47,935"
53059,Skamania,WA,WA-501,"22,425"
53061,Snohomish,WA,WA-504,"80,707"
53063,Spokane,WA,WA-502,"10,939"
53065,Stevens,WA,WA-501,"66,768"
53067,Thurston,WA,WA-501,"42,243"
53069,Wahkiakum,WA,WA-501,"22,471"
53071,Walla Walla,WA,WA-501,"13,724"
53073,Whatcom,WA,WA-501,"904,980"
53075,Whitman,WA,WA-501,"17,582"
53077,Yakima,WA,WA-507,"129,205"
54001,Barbour,WV,WV-508,"12,083"
54003,Berkeley,WV,WV-508,"822,083"
54005,Boone,WV,WV-503,"522,798"
54007,Braxton,WV,WV-508,"45,723"
54009,Brooke,WV,WV-500,"290,536"
54011,Cabell,WV,WV-501,"4,488"
54013,Calhoun,WV,WV-508,"60,760"
54015,Clay,WV,WV-503,"229,247"
54017,Doddridge,WV,WV-508,"50,104"
54019,Fayette,WV,WV-508,"250,873"
54021,Gilmer,WV,WV-508,"16,441"
54023,Grant,WV,WV-508,"119,171"
54025,Greenbrier,WV,WV-508,"21,457"
54027,Hampshire,WV,WV-508,"13,957"
54029,Hancock,WV,WV-500,"21,939"
54031,Hardy,WV,WV-508,"91,945"
54033,Harrison,WV,WV-508,"7,109"
54035,Jackson,WV,WV-508,"8,508"
54037,Jefferson,WV,WV-508,"8,448"
54039,Kanawha,WV,WV-503,"42,406"
54041,Lewis,WV,WV-508,"7,823"
54043,Lincoln,WV,WV-508,"11,568"
54045,Logan,WV,WV-508,"34,662"
54047,McDowell,WV,WV-508,"23,175"
54049,Marion,WV,WV-508,"28,810"
54051,Marshall,WV,WV-500,"13,776"
54053,Mason,WV,WV-508,"67,256"
54055,Mercer,WV,WV-508,"28,576"
54057,Mineral,WV,WV-508,"57,146"
54059,Mingo,WV,WV-508,"178,124"
54061,Monongalia,WV,WV-508,"15,907"
54063,Monroe,WV,WV-508,"20,409"
54065,Morgan,WV,WV-508,"32,019"
54067,Nicholas,WV,WV-508,"17,624"
54069,Ohio,WV,WV-500,"56,072"
54071,Pendleton,WV,WV-508,"30,531"
54073,Pleasants,WV,WV-508,"26,516"
54075,Pocahontas,WV,WV-508,"58,758"
54077,Preston,WV,WV-508,"26,868"
54079,Putnam,WV,WV-503,"23,424"
54081,Raleigh,WV,WV-508,"105,612"
54083,Randolph,WV,WV-508,"13,275"
54085,Ritchie,WV,WV-508,"17,884"
54087,Roane,WV,WV-508,"24,496"
54089,Summers,WV,WV-508,"41,411"
54091,Taylor,WV,WV-508,"6,969"
54093,Tucker,WV,WV-508,"7,460"
54095,Tyler,WV,WV-508,"8,247"
54097,Upshur,WV,WV-508,"33,432"
54099,Wayne,WV,WV-501,"56,450"
54101,Webster,WV,WV-508,"73,361"
54103,Wetzel,WV,WV-508,"28,695"
54105,Wirt,WV,WV-508,"9,554"
54107,Wood,WV,WV-508,"13,688"
54109,Wyoming,WV,WV-508,"12,573"
55001,Adams,WI,WI-500,"16,695"
55003,Ashland,WI,WI-500,"6,839"
55005,Barron,WI,WI-500,"8,591"
55007,Bayfield,WI,WI-500,"24,176"
55009,Brown,WI,WI-500,"39,402"
55011,Buffalo,WI,WI-500,"8,114"
55013,Burnett,WI,WI-500,"15,065"
55015,Calumet,WI,WI-500,"5,821"
55017,Chippewa,WI,WI-500,"83,518"
55019,Clark,WI,WI-500,"20,394"
55021,Columbia,WI,WI-500,"20,220"
55023,Crawford,WI,WI-500,"15,562"
55025,Dane,WI,WI-503,"45,244"
55027,Dodge,WI,WI-500,"15,036"
55029,Door,WI,WI-500,"264,542"
55031,Douglas,WI,WI-500,"13,031"
55033,Dunn,WI,WI-500,"15,414"
55035,Eau Claire,WI,WI-500,"50,089"
55037,Florence,WI,WI-500,"64,658"
55039,Fond du Lac,WI,WI-500,"34,774"
55041,Forest,WI,WI-500,"57,532"
55043,Grant,WI,WI-500,"16,131"
55045,Green,WI,WI-500,"546,695"
55047,Green Lake,WI,WI-500,"87,839"
55049,Iowa,WI,WI-500,"27,668"
55051,Iron,WI,WI-500,"43,150"
55053,Jackson,WI,WI-500,"45,368"
55055,Jefferson,WI,WI-500,"104,646"
55057,Juneau,WI,WI-500,"4,295"
55059,Kenosha,WI,WI-500,"103,403"
55061,Kewaunee,WI,WI-500,"9,004"
55063,La Crosse,WI,WI-500,"51,439"
55065,Lafayette,WI,WI-500,"36,960"
55067,Langlade,WI,WI-500,"18,913"
55069,Lincoln,WI,WI-500,"23,678"
55071,Manitowoc,WI,WI-500,"5,687"
55073,Marathon,WI,WI-500,"20,643"
55075,Marinette,WI,WI-500,"84,769"
55077,Marquette,WI,WI-500,"26,687"
55078,Menominee,WI,WI-500,"169,561"
55079,Milwaukee,WI,WI-501,"20,434"
55081,Monroe,WI,WI-500,"118,016"
55083,Oconto,WI,WI-500,"16,665"
55085,Oneida,WI,WI-500,"19,189"
55087,Outagamie,WI,WI-500,"27,593"
55089,Ozaukee,WI,WI-500,"78,981"
55091,Pepin,WI,WI-500,"135,692"
55093,Pierce,WI,WI-500,"40,350"
55095,Polk,WI,WI-500,"15,574"
55097,Portage,WI,WI-500,"4,556"
55099,Price,WI,WI-500,"945,726"
55101,Racine,WI,WI-502,"46,253"
55103,Richland,WI,WI-500,"37,930"
55105,Rock,WI,WI-500,"35,595"
55107,Rusk,WI,WI-500,"187,885"
55109,St. Croix,WI,WI-500,"89,221"
55111,Sauk,WI,WI-500,"7,287"
55113,Sawyer,WI,WI-500,"42,754"
55115,Shawano,WI,WI-500,"43,783"
55117,Sheboygan,WI,WI-500,"70,772"
55119,Taylor,WI,WI-500,"13,351"
55121,Trempealeau,WI,WI-500,"196,311"
55123,Vernon,WI,WI-500,"17,252"
55125,Vilas,WI,WI-500,"163,354"
55127,Walworth,WI,WI-500,"14,178"
55129,Washburn,WI,WI-500,"90,687"
55131,Washington,WI,WI-500,"64,442"
55133,Waukesha,WI,WI-500,"16,558"
55135,Waupaca,WI,WI-500,"40,899"
55137,Waushara,WI,WI-500,"115,340"
55139,Winnebago,WI,WI-500,"20,343"
55141,Wood,WI,WI-500,"29,649"
56001,Albany,WY,WY-500,"30,822"
56003,Big Horn,WY,WY-500,"22,195"
56005,Campbell,WY,WY-500,"103,868"
56007,Carbon,WY,WY-500,"15,720"
56009,Converse,WY,WY-500,"136,034"
56011,Crook,WY,WY-500,"404,198"
56013,Fremont,WY,WY-500,"50,990"
56015,Goshen,WY,WY-500,"24,443"
56017,Hot Springs,WY,WY-500,"171,907"
56019,Johnson,WY,WY-500,"72,999"
56021,Laramie,WY,WY-500,"38,880"
56023,Lincoln,WY,WY-500,"11,790"
56025,Natrona,WY,WY-500,"46,341"
56027,Niobrara,WY,WY-500,"14,800"
56029,Park,WY,WY-500,"13,822"
56031,Platte,WY,WY-500,"7,584"
56033,Sheridan,WY,WY-500,"39,261"
56035,Sublette,WY,WY-500,"13,211"
56037,Sweetwater,WY,WY-500,"4,413"
56039,Teton,WY,WY-500,"8,445"
56041,Uinta,WY,WY-500,"99,500"
56043,Washakie,WY,WY-500,"19,830"
56045,Weston,WY,WY-500,"79,858"
